,periodCode,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries
433,20200121,Sklik,sklik_bra,91.8,219,131,150,4,4
434,20200121,Sklik,sklik_pla,243.6,2996,54,55,0,0
435,20200121,Sklik,sklik_rem,324.7,16910,98,110,0,0
436,20200121,Sklik,sklik_sea,147.1,693,51,48,0,0
437,20200121,ZboziCz,zbozi,421.92,2614,55,46,1,1
438,20200121,unpaid,direct,0.0,0,0,584,6,6
439,20200121,unpaid,facebook,0.0,0,0,72,0,0
440,20200121,unpaid,internal,0.0,0,0,155,0,0
441,20200121,unpaid,notset,0.0,0,0,24,1,1
442,20200121,unpaid,organic,0.0,0,0,756,11,11
443,20200121,unpaid,referral,0.0,0,0,154,3,3
444,20200122,AdWords,adwords_bra,128.31,443,229,272,9,7
445,20200122,AdWords,adwords_dsa,334.22,1285,45,50,2,2
446,20200122,AdWords,adwords_pla,9802.28,192039,2330,2312,28,28
447,20200122,AdWords,adwords_rem,950.74,29881,382,420,1,1
448,20200122,AdWords,adwords_sea,36.74,390,18,27,0,0
449,20200122,FacebookBusinessAdsManager,facebook,202.59,11090,395,0,0,0
450,20200122,FirmyCz,zbozi,80.54,599,3,3,0,0
451,20200122,HeurekaCz,heureka,131.64999999999998,0,23,41,1,1
452,20200122,Not tracked,notset,0.0,0,0,0,17,17
453,20200122,RtbHouse,rtbhouse,1633.1,35586,914,655,7,7
454,20200122,Silverpop,emailing,1290.32,0,0,1628,26,26
455,20200122,Sklik,sklik_bra,76.0,182,115,133,5,5
456,20200122,Sklik,sklik_pla,326.2,3311,77,78,2,2
457,20200122,Sklik,sklik_rem,373.1,16952,106,121,2,2
458,20200122,Sklik,sklik_sea,118.78,702,50,50,0,0
459,20200122,ZboziCz,zbozi,611.41,2576,57,45,1,1
460,20200122,unpaid,direct,0.0,0,0,543,12,11
461,20200122,unpaid,facebook,0.0,0,0,21,0,0
462,20200122,unpaid,internal,0.0,0,0,201,0,0
463,20200122,unpaid,notset,0.0,0,0,24,0,0
464,20200122,unpaid,organic,0.0,0,0,716,12,11
465,20200122,unpaid,push,0.0,0,0,1,0,0
466,20200122,unpaid,referral,0.0,0,0,207,1,1
467,20200123,AdWords,adwords_bra,129.78,429,236,282,6,6
468,20200123,AdWords,adwords_dsa,409.22,1094,61,58,0,0
469,20200123,AdWords,adwords_pla,8717.08,177365,2191,2207,13,13
470,20200123,AdWords,adwords_rem,917.22,27564,353,376,1,1
471,20200123,AdWords,adwords_sea,26.88,393,14,21,0,0
472,20200123,FacebookBusinessAdsManager,facebook,215.58,14361,294,0,0,0
473,20200123,FirmyCz,zbozi,80.54,599,3,3,0,0
474,20200123,HeurekaCz,heureka,197.60999999999999,0,38,54,2,2
475,20200123,Not tracked,notset,0.0,0,0,0,15,14
476,20200123,RtbHouse,rtbhouse,1162.41,37371,916,685,6,6
477,20200123,Silverpop,emailing,1290.32,0,0,1592,33,33
478,20200123,Sklik,sklik_bra,82.4,238,130,144,6,6
479,20200123,Sklik,sklik_pla,268.8,3256,63,64,1,1
480,20200123,Sklik,sklik_rem,353.09999999999997,16674,108,108,3,2
481,20200123,Sklik,sklik_sea,157.07999999999998,831,57,54,0,0
482,20200123,ZboziCz,zbozi,465.87,2832,67,52,1,1
483,20200123,unpaid,direct,0.0,0,0,538,9,8
484,20200123,unpaid,facebook,0.0,0,0,50,1,1
485,20200123,unpaid,internal,0.0,0,0,162,0,0
486,20200123,unpaid,notset,0.0,0,0,22,1,1
487,20200123,unpaid,organic,0.0,0,0,649,9,8
488,20200123,unpaid,push,0.0,0,0,1,0,0
489,20200123,unpaid,referral,0.0,0,0,142,1,1
490,20200124,AdWords,adwords_bra,107.43,385,182,229,3,3
491,20200124,AdWords,adwords_dsa,410.12,1348,53,53,0,0
492,20200124,AdWords,adwords_pla,7890.35,159346,2027,2061,25,25
493,20200124,AdWords,adwords_rem,848.32,26340,331,341,1,1
494,20200124,AdWords,adwords_sea,40.27,412,19,25,0,0
495,20200124,FacebookBusinessAdsManager,facebook,257.92,24366,62,0,0,0
496,20200124,FirmyCz,zbozi,80.54,598,3,3,0,0
497,20200124,HeurekaCz,heureka,132.54999999999998,0,29,38,1,1
498,20200124,Not tracked,notset,0.0,0,0,0,19,19
499,20200124,RtbHouse,rtbhouse,1518.05,33094,906,658,7,6
500,20200124,Silverpop,emailing,1290.32,0,0,1544,22,21
501,20200124,Sklik,sklik_bra,80.4,159,106,122,6,6
502,20200124,Sklik,sklik_pla,262.3,3144,64,58,0,0
503,20200124,Sklik,sklik_rem,339.3,13711,97,112,2,2
504,20200124,Sklik,sklik_sea,106.78,519,40,39,0,0
505,20200124,ZboziCz,zbozi,761.54,2536,63,47,0,0
506,20200124,unpaid,direct,0.0,0,0,612,5,5
507,20200124,unpaid,facebook,0.0,0,0,140,0,0
508,20200124,unpaid,internal,0.0,0,0,100,1,1
509,20200124,unpaid,notset,0.0,0,0,14,0,0
510,20200124,unpaid,organic,0.0,0,0,612,5,5
511,20200124,unpaid,referral,0.0,0,0,133,2,2
512,20200125,AdWords,adwords_bra,126.73,345,198,203,5,4
513,20200125,AdWords,adwords_dsa,316.22,995,54,50,0,0
514,20200125,AdWords,adwords_pla,6518.8,129723,1895,1838,7,7
515,20200125,AdWords,adwords_rem,742.89,22927,301,304,2,2
516,20200125,AdWords,adwords_sea,26.79,345,21,31,0,0
517,20200125,FacebookBusinessAdsManager,facebook,378.64,21413,194,0,0,0
518,20200125,FirmyCz,zbozi,80.54,599,3,0,0,0
519,20200125,HeurekaCz,heureka,161.29999999999998,0,36,39,0,0
520,20200125,Not tracked,notset,0.0,0,0,0,4,4
521,20200125,RtbHouse,rtbhouse,0.0,28136,891,587,0,0
522,20200125,Silverpop,emailing,1290.32,0,0,738,15,14
523,20200125,Sklik,sklik_bra,64.8,145,110,107,2,2
524,20200125,Sklik,sklik_pla,230.7,2142,51,44,1,1
525,20200125,Sklik,sklik_rem,355.79999999999995,13486,106,108,0,0
526,20200125,Sklik,sklik_sea,125.4,452,54,53,0,0
527,20200125,ZboziCz,zbozi,522.5,2331,53,42,0,0
528,20200125,unpaid,direct,0.0,0,0,513,7,6
529,20200125,unpaid,facebook,0.0,0,0,57,1,1
530,20200125,unpaid,internal,0.0,0,0,105,0,0
531,20200125,unpaid,notset,0.0,0,0,11,0,0
532,20200125,unpaid,organic,0.0,0,0,528,3,2
533,20200125,unpaid,referral,0.0,0,0,105,0,0
534,20200126,AdWords,adwords_bra,106.45,369,203,252,6,6
535,20200126,AdWords,adwords_dsa,343.7,1308,57,57,0,0
536,20200126,AdWords,adwords_pla,8772.84,166698,2353,2336,21,20
537,20200126,AdWords,adwords_rem,842.29,23869,313,356,4,4
538,20200126,AdWords,adwords_sea,49.81999999999999,483,30,43,0,0
539,20200126,FacebookBusinessAdsManager,facebook,301.48,18435,161,0,0,0
540,20200126,FirmyCz,zbozi,80.54,598,3,1,0,0
541,20200126,HeurekaCz,heureka,252.84999999999997,0,48,69,3,3
542,20200126,Not tracked,notset,0.0,0,0,0,10,9
543,20200126,RtbHouse,rtbhouse,912.03,34994,946,690,3,3
544,20200126,Silverpop,emailing,1290.32,0,0,425,15,14
545,20200126,Sklik,sklik_bra,0.0,0,0,160,4,4
546,20200126,Sklik,sklik_pla,0.0,0,0,68,0,0
547,20200126,Sklik,sklik_rem,0.0,0,0,131,2,2
548,20200126,Sklik,sklik_sea,0.0,0,0,79,0,0
549,20200126,ZboziCz,zbozi,812.39,2939,79,65,1,1
550,20200126,unpaid,direct,0.0,0,0,480,3,3
551,20200126,unpaid,facebook,0.0,0,0,136,1,1
552,20200126,unpaid,internal,0.0,0,0,123,0,0
553,20200126,unpaid,notset,0.0,0,0,17,0,0
554,20200126,unpaid,organic,0.0,0,0,622,2,2
555,20200126,unpaid,referral,0.0,0,0,162,3,3
556,20200127,AdWords,adwords_bra,191.67,443,246,288,14,13
557,20200127,AdWords,adwords_dsa,429.37,1288,55,53,0,0
558,20200127,AdWords,adwords_pla,9255.09,211267,2600,2655,23,21
559,20200127,AdWords,adwords_rem,1438.38,40617,450,495,0,0
560,20200127,AdWords,adwords_sea,35.949999999999996,446,24,36,0,0
561,20200127,FirmyCz,zbozi,80.54,672,3,1,0,0
562,20200127,HeurekaCz,heureka,205.21999999999997,0,42,58,1,1
563,20200127,Not tracked,notset,0.0,0,0,0,18,17
564,20200127,RtbHouse,rtbhouse,2417.82,35549,846,677,7,6
565,20200127,Silverpop,emailing,1290.32,0,0,1703,26,26
566,20200127,Sklik,sklik_bra,75.9,191,127,146,5,5
567,20200127,Sklik,sklik_pla,282.2,3163,63,74,1,1
568,20200127,Sklik,sklik_rem,401.59999999999997,17087,117,121,1,1
569,20200127,Sklik,sklik_sea,163.7,806,69,67,0,0
570,20200127,ZboziCz,zbozi,871.45,2882,60,50,0,0
571,20200127,unpaid,direct,0.0,0,0,710,6,6
572,20200127,unpaid,facebook,0.0,0,0,27,0,0
573,20200127,unpaid,internal,0.0,0,0,159,0,0
574,20200127,unpaid,notset,0.0,0,0,36,0,0
575,20200127,unpaid,organic,0.0,0,0,733,13,13
576,20200127,unpaid,referral,0.0,0,0,127,2,2
577,20200128,AdWords,adwords_bra,116.4,392,207,238,4,4
578,20200128,AdWords,adwords_dsa,82.82,271,12,12,0,0
579,20200128,AdWords,adwords_pla,10015.56,196658,2441,2477,31,28
580,20200128,AdWords,adwords_rem,1590.69,44409,499,526,2,2
581,20200128,AdWords,adwords_sea,57.46999999999999,417,27,33,0,0
582,20200128,FacebookBusinessAdsManager,facebook,209.75,5908,312,0,0,0
583,20200128,FirmyCz,zbozi,80.54,672,2,1,0,0
584,20200128,HeurekaCz,heureka,178.55999999999995,0,31,47,1,0
585,20200128,Not tracked,notset,0.0,0,0,0,12,12
586,20200128,RtbHouse,rtbhouse,823.81,25058,638,477,3,2
587,20200128,Silverpop,emailing,1290.32,0,0,1456,18,17
588,20200128,Sklik,sklik_bra,77.5,178,129,158,8,8
589,20200128,Sklik,sklik_pla,281.2,2879,62,66,2,2
590,20200128,Sklik,sklik_rem,348.8,13423,99,102,3,3
591,20200128,Sklik,sklik_sea,163.28,662,74,72,1,1
592,20200128,ZboziCz,zbozi,643.07,2833,62,52,0,0
593,20200128,unpaid,direct,0.0,0,0,493,12,12
594,20200128,unpaid,facebook,0.0,0,0,165,0,0
595,20200128,unpaid,internal,0.0,0,0,143,0,0
596,20200128,unpaid,notset,0.0,0,0,24,0,0
597,20200128,unpaid,organic,0.0,0,0,734,8,8
598,20200128,unpaid,referral,0.0,0,0,126,0,0
599,20200129,AdWords,adwords_bra,144.59,449,224,266,9,9
600,20200129,AdWords,adwords_dsa,0.0,0,0,1,0,0
601,20200129,AdWords,adwords_pla,9228.24,186392,2273,2324,25,25
602,20200129,AdWords,adwords_rem,1482.49,39937,456,504,3,3
603,20200129,AdWords,adwords_sea,64.62,493,29,44,0,0
604,20200129,FacebookBusinessAdsManager,facebook,190.25,5626,255,0,0,0
605,20200129,FirmyCz,zbozi,80.54,672,2,5,0,0
606,20200129,HeurekaCz,heureka,247.10999999999996,0,48,53,1,1
607,20200129,Not tracked,notset,0.0,0,0,0,28,24
608,20200129,RtbHouse,rtbhouse,695.37,22579,549,424,3,3
609,20200129,Silverpop,emailing,1290.32,0,0,1409,28,27
610,20200129,Sklik,sklik_bra,81.5,200,138,163,3,3
611,20200129,Sklik,sklik_pla,239.5,3152,53,54,0,0
612,20200129,Sklik,sklik_rem,409.7,15246,117,104,1,1
613,20200129,Sklik,sklik_sea,141.10000000000002,652,60,58,0,0
614,20200129,ZboziCz,zbozi,714.72,2817,87,61,1,1
615,20200129,unpaid,direct,0.0,0,0,486,9,9
616,20200129,unpaid,facebook,0.0,0,0,129,0,0
617,20200129,unpaid,internal,0.0,0,0,162,0,0
618,20200129,unpaid,notset,0.0,0,0,27,0,0
619,20200129,unpaid,organic,0.0,0,0,707,15,13
620,20200129,unpaid,referral,0.0,0,0,132,1,1
621,20200130,AdWords,adwords_bra,152.2,446,251,291,10,9
622,20200130,AdWords,adwords_dsa,0.0,0,0,1,0,0
623,20200130,AdWords,adwords_pla,8174.1,164280,2086,2172,28,28
624,20200130,AdWords,adwords_rem,1439.44,38898,453,491,1,1
625,20200130,AdWords,adwords_sea,39.45,407,21,28,1,1
626,20200130,FirmyCz,zbozi,80.54,673,3,2,0,0
627,20200130,HeurekaCz,heureka,180.07999999999996,0,43,48,2,2
628,20200130,Not tracked,notset,0.0,0,0,0,26,25
629,20200130,RtbHouse,rtbhouse,487.08,26351,631,492,1,1
630,20200130,Silverpop,emailing,1290.32,0,0,1561,27,27
631,20200130,Sklik,sklik_bra,61.5,182,116,136,6,5
632,20200130,Sklik,sklik_pla,300.5,3276,65,65,2,2
633,20200130,Sklik,sklik_rem,391.20000000000005,16257,116,113,2,2
634,20200130,Sklik,sklik_sea,164.7,763,60,59,0,0
635,20200130,ZboziCz,zbozi,835.43,2257,78,59,4,4
636,20200130,unpaid,direct,0.0,0,0,611,7,6
637,20200130,unpaid,display,0.0,0,0,1,0,0
638,20200130,unpaid,facebook,0.0,0,0,23,0,0
639,20200130,unpaid,internal,0.0,0,0,172,1,1
640,20200130,unpaid,notset,0.0,0,0,20,0,0
641,20200130,unpaid,organic,0.0,0,0,649,10,10
642,20200130,unpaid,referral,0.0,0,0,116,1,1
643,20200131,AdWords,adwords_bra,111.64,387,188,235,10,10
644,20200131,AdWords,adwords_pla,7311.52,147741,1909,1977,17,17
645,20200131,AdWords,adwords_rem,1557.59,39570,495,534,1,1
646,20200131,AdWords,adwords_sea,32.47,463,20,28,0,0
647,20200131,FirmyCz,zbozi,80.54,672,2,1,0,0
648,20200131,HeurekaCz,heureka,163.95999999999998,0,35,46,0,0
649,20200131,Not tracked,notset,0.0,0,0,0,17,17
650,20200131,RtbHouse,rtbhouse,3830.66,29364,811,575,6,5
651,20200131,Silverpop,emailing,1290.32,0,0,1589,30,29
652,20200131,Sklik,sklik_bra,67.9,182,108,128,6,6
653,20200131,Sklik,sklik_pla,254.2,2823,60,67,1,1
654,20200131,Sklik,sklik_rem,375.0,13291,117,124,1,1
655,20200131,Sklik,sklik_sea,107.78,537,41,44,0,0
656,20200131,ZboziCz,zbozi,0.0,0,0,4,0,0
657,20200131,unpaid,direct,0.0,0,0,492,8,7
658,20200131,unpaid,facebook,0.0,0,0,54,1,1
659,20200131,unpaid,internal,0.0,0,0,152,0,0
660,20200131,unpaid,notset,0.0,0,0,18,0,0
661,20200131,unpaid,organic,0.0,0,0,554,8,7
662,20200131,unpaid,referral,0.0,0,0,106,1,1
663,20200201,AdWords,adwords_bra,89.25,311,156,197,2,2
664,20200201,AdWords,adwords_dsa,0.0,0,0,1,0,0
665,20200201,AdWords,adwords_pla,5133.75,112618,1593,1597,13,13
666,20200201,AdWords,adwords_rem,1078.43,28399,373,381,3,3
667,20200201,AdWords,adwords_sea,51.120000000000005,335,29,41,0,0
668,20200201,FirmyCz,zbozi,80.54,672,2,0,0,0
669,20200201,HeurekaCz,heureka,175.77000000000004,0,39,52,0,0
670,20200201,Not tracked,notset,0.0,0,0,0,3,3
671,20200201,RtbHouse,rtbhouse,1082.64,22449,603,449,5,5
672,20200201,Silverpop,emailing,1379.31,0,0,643,15,15
673,20200201,Sklik,sklik_bra,57.8,113,85,91,1,1
674,20200201,Sklik,sklik_pla,266.6,2614,48,52,1,1
675,20200201,Sklik,sklik_rem,333.9,11531,105,115,0,0
676,20200201,Sklik,sklik_sea,105.8,441,48,47,0,0
677,20200201,ZboziCz,zbozi,412.61,2382,55,45,0,0
678,20200201,unpaid,direct,0.0,0,0,454,5,5
679,20200201,unpaid,display,0.0,0,0,1,0,0
680,20200201,unpaid,facebook,0.0,0,0,22,0,0
681,20200201,unpaid,internal,0.0,0,0,106,0,0
682,20200201,unpaid,notset,0.0,0,0,14,0,0
683,20200201,unpaid,organic,0.0,0,0,520,6,6
684,20200201,unpaid,referral,0.0,0,0,100,3,3
685,20200202,AdWords,adwords_bra,93.71,372,223,267,7,7
686,20200202,AdWords,adwords_dsa,0.0,0,0,1,0,0
687,20200202,AdWords,adwords_pla,8881.86,170513,2466,2499,23,23
688,20200202,AdWords,adwords_rem,1115.92,27362,350,387,2,2
689,20200202,AdWords,adwords_sea,58.709999999999994,533,32,46,0,0
690,20200202,FirmyCz,zbozi,80.54,672,2,0,0,0
691,20200202,HeurekaCz,heureka,165.9,0,41,50,0,0
692,20200202,Not tracked,notset,0.0,0,0,0,21,18
693,20200202,RtbHouse,rtbhouse,4459.0,28093,922,607,5,5
694,20200202,Silverpop,emailing,1379.31,0,0,448,18,18
695,20200202,Sklik,sklik_bra,88.6,231,134,148,6,5
696,20200202,Sklik,sklik_pla,309.4,2597,61,66,1,1
697,20200202,Sklik,sklik_rem,392.4,12753,120,129,0,0
698,20200202,Sklik,sklik_sea,215.8,616,83,79,1,1
699,20200202,ZboziCz,zbozi,521.15,2894,77,57,2,2
700,20200202,unpaid,direct,0.0,0,0,529,10,8
701,20200202,unpaid,facebook,0.0,0,0,47,0,0
702,20200202,unpaid,internal,0.0,0,0,143,0,0
703,20200202,unpaid,notset,0.0,0,0,22,0,0
704,20200202,unpaid,organic,0.0,0,0,636,5,5
705,20200202,unpaid,referral,0.0,0,0,178,2,2
706,20200203,AdWords,adwords_bra,117.02,456,253,313,16,14
707,20200203,AdWords,adwords_pla,9568.6,198908,2421,2508,27,27
708,20200203,AdWords,adwords_rem,1091.15,34324,331,367,3,3
709,20200203,AdWords,adwords_sea,34.38,473,21,39,0,0
710,20200203,FacebookBusinessAdsManager,facebook,72.82,1367,62,0,0,0
711,20200203,FirmyCz,zbozi,80.54,633,4,5,0,0
712,20200203,HeurekaCz,heureka,126.3,0,39,51,2,1
713,20200203,Not tracked,notset,0.0,0,0,0,26,26
714,20200203,RtbHouse,rtbhouse,583.9,28857,729,566,3,3
715,20200203,Silverpop,emailing,1379.31,0,0,1348,21,20
716,20200203,Sklik,sklik_bra,69.6,177,129,153,6,6
717,20200203,Sklik,sklik_pla,262.1,3405,58,52,1,1
718,20200203,Sklik,sklik_rem,348.40000000000003,14150,111,116,0,0
719,20200203,Sklik,sklik_sea,152.9,657,64,59,0,0
720,20200203,ZboziCz,zbozi,604.54,2880,79,56,1,1
721,20200203,unpaid,direct,0.0,0,0,648,17,16
722,20200203,unpaid,facebook,0.0,0,0,26,1,1
723,20200203,unpaid,internal,0.0,0,0,163,0,0
724,20200203,unpaid,notset,0.0,0,0,32,1,1
725,20200203,unpaid,organic,0.0,0,0,788,9,8
726,20200203,unpaid,referral,0.0,0,0,105,0,0
727,20200204,AdWords,adwords_bra,136.54,434,248,294,11,11
728,20200204,AdWords,adwords_dsa,0.0,0,0,3,0,0
729,20200204,AdWords,adwords_pla,9943.04,203440,2421,2472,32,32
730,20200204,AdWords,adwords_rem,991.91,29507,300,327,0,0
731,20200204,AdWords,adwords_sea,49.46,550,23,38,0,0
732,20200204,FacebookBusinessAdsManager,facebook,127.18,2184,62,0,0,0
733,20200204,FirmyCz,zbozi,80.54,632,3,0,0,0
734,20200204,HeurekaCz,heureka,119.50000000000003,0,38,56,0,0
735,20200204,Not tracked,notset,0.0,0,0,0,28,27
736,20200204,RtbHouse,rtbhouse,2334.02,27966,745,553,6,4
737,20200204,Silverpop,emailing,1379.31,0,0,1024,24,24
738,20200204,Sklik,sklik_bra,77.6,219,139,149,8,7
739,20200204,Sklik,sklik_pla,306.0,2796,59,58,1,1
740,20200204,Sklik,sklik_rem,324.8,13598,97,104,1,1
741,20200204,Sklik,sklik_sea,160.1,638,66,67,0,0
742,20200204,ZboziCz,zbozi,518.66,3051,85,61,2,2
743,20200204,unpaid,direct,0.0,0,0,695,15,15
744,20200204,unpaid,display,0.0,0,0,1,0,0
745,20200204,unpaid,facebook,0.0,0,0,28,0,0
746,20200204,unpaid,internal,0.0,0,0,155,0,0
747,20200204,unpaid,notset,0.0,0,0,28,0,0
748,20200204,unpaid,organic,0.0,0,0,731,9,9
749,20200204,unpaid,referral,0.0,0,0,120,1,1
750,20200205,AdWords,adwords_bra,119.34,430,217,255,6,5
751,20200205,AdWords,adwords_pla,10039.17,196829,2406,2401,33,33
752,20200205,AdWords,adwords_rem,946.71,26880,297,321,1,1
753,20200205,AdWords,adwords_sea,45.32,574,25,36,0,0
754,20200205,FirmyCz,zbozi,80.54,632,4,0,0,0
755,20200205,HeurekaCz,heureka,122.20000000000002,0,31,45,1,1
756,20200205,Not tracked,notset,0.0,0,0,0,16,16
757,20200205,RtbHouse,rtbhouse,2361.69,28724,611,479,4,4
758,20200205,Silverpop,emailing,1379.31,0,0,1261,16,15
759,20200205,Sklik,sklik_bra,67.0,173,121,137,4,4
760,20200205,Sklik,sklik_pla,314.0,3145,61,65,2,2
761,20200205,Sklik,sklik_rem,336.4,13387,105,105,0,0
762,20200205,Sklik,sklik_sea,142.04,658,62,71,1,1
763,20200205,ZboziCz,zbozi,494.88,2688,63,44,1,0
764,20200205,unpaid,direct,0.0,0,0,548,15,13
765,20200205,unpaid,facebook,0.0,0,0,60,1,1
766,20200205,unpaid,internal,0.0,0,0,131,0,0
767,20200205,unpaid,notset,0.0,0,0,12,0,0
768,20200205,unpaid,organic,0.0,0,0,724,8,8
769,20200205,unpaid,referral,0.0,0,0,98,2,2
770,20200206,AdWords,adwords_bra,118.92,388,232,268,14,13
771,20200206,AdWords,adwords_pla,9221.23,181484,2266,2300,23,23
772,20200206,AdWords,adwords_rem,925.26,24348,270,294,0,0
773,20200206,AdWords,adwords_sea,53.28000000000001,463,26,38,0,0
774,20200206,FacebookBusinessAdsManager,facebook,93.86,1744,97,0,0,0
775,20200206,FirmyCz,zbozi,80.54,633,4,4,1,1
776,20200206,HeurekaCz,heureka,149.40000000000003,0,40,55,1,1
777,20200206,Not tracked,notset,0.0,0,0,0,15,14
778,20200206,RtbHouse,rtbhouse,1439.19,49890,1198,823,8,7
779,20200206,Silverpop,emailing,1379.31,0,0,1240,19,19
780,20200206,Sklik,sklik_bra,65.0,173,113,130,6,4
781,20200206,Sklik,sklik_pla,247.1,4627,50,51,0,0
782,20200206,Sklik,sklik_rem,382.70000000000005,14160,123,127,0,0
783,20200206,Sklik,sklik_sea,171.45999999999998,1118,73,72,1,1
784,20200206,ZboziCz,zbozi,328.29,2455,52,42,1,1
785,20200206,unpaid,direct,0.0,0,0,558,7,5
786,20200206,unpaid,facebook,0.0,0,0,107,0,0
787,20200206,unpaid,internal,0.0,0,0,141,1,1
788,20200206,unpaid,notset,0.0,0,0,18,1,1
789,20200206,unpaid,organic,0.0,0,0,667,8,7
790,20200206,unpaid,referral,0.0,0,0,138,1,1
791,20200207,AdWords,adwords_bra,134.98,335,171,202,11,11
792,20200207,AdWords,adwords_pla,7487.02,156537,1913,1995,16,14
793,20200207,AdWords,adwords_rem,897.13,19763,264,277,0,0
794,20200207,AdWords,adwords_sea,41.07,381,21,37,0,0
795,20200207,FacebookBusinessAdsManager,facebook,106.14,2542,114,0,0,0
796,20200207,FirmyCz,zbozi,80.54,632,3,2,0,0
797,20200207,HeurekaCz,heureka,92.00000000000001,0,27,51,1,1
798,20200207,Not tracked,notset,0.0,0,0,0,12,12
799,20200207,RtbHouse,rtbhouse,789.56,44870,1043,760,3,3
800,20200207,Silverpop,emailing,1379.31,0,0,1552,18,18
801,20200207,Sklik,sklik_bra,68.9,150,104,126,3,3
802,20200207,Sklik,sklik_pla,299.6,3735,57,59,2,2
803,20200207,Sklik,sklik_rem,278.4,14734,93,99,0,0
804,20200207,Sklik,sklik_sea,174.32,971,71,73,0,0
805,20200207,ZboziCz,zbozi,459.74,2319,50,40,0,0
806,20200207,unpaid,direct,0.0,0,0,580,12,12
807,20200207,unpaid,facebook,0.0,0,0,29,2,2
808,20200207,unpaid,internal,0.0,0,0,125,1,1
809,20200207,unpaid,notset,0.0,0,0,21,2,2
810,20200207,unpaid,organic,0.0,0,0,630,6,6
811,20200207,unpaid,referral,0.0,0,0,89,2,1
812,20200208,AdWords,adwords_bra,71.02,268,148,170,4,4
813,20200208,AdWords,adwords_pla,5655.12,121112,1654,1679,18,17
814,20200208,AdWords,adwords_rem,726.95,17588,244,259,2,2
815,20200208,AdWords,adwords_sea,11.8,296,11,22,0,0
816,20200208,FirmyCz,zbozi,80.54,632,4,0,0,0
817,20200208,HeurekaCz,heureka,123.00000000000001,0,34,44,0,0
818,20200208,Not tracked,notset,0.0,0,0,0,7,7
819,20200208,RtbHouse,rtbhouse,422.15,28816,802,524,4,4
820,20200208,Silverpop,emailing,1379.31,0,0,829,14,14
821,20200208,Sklik,sklik_bra,49.71,105,68,73,0,0
822,20200208,Sklik,sklik_pla,292.8,2825,49,49,1,1
823,20200208,Sklik,sklik_rem,241.70000000000002,10651,81,83,0,0
824,20200208,Sklik,sklik_sea,141.35,608,51,51,1,1
825,20200208,ZboziCz,zbozi,352.83,2196,63,41,1,1
826,20200208,unpaid,direct,0.0,0,0,464,2,2
827,20200208,unpaid,facebook,0.0,0,0,18,0,0
828,20200208,unpaid,internal,0.0,0,0,110,0,0
829,20200208,unpaid,notset,0.0,0,0,15,1,1
830,20200208,unpaid,organic,0.0,0,0,508,5,5
831,20200208,unpaid,referral,0.0,0,0,88,1,0
832,20200209,AdWords,adwords_bra,81.5,322,158,201,5,5
833,20200209,AdWords,adwords_pla,9128.58,163163,2315,2461,26,24
834,20200209,AdWords,adwords_rem,914.51,28274,337,370,3,3
835,20200209,AdWords,adwords_sea,63.59,502,41,43,0,0
836,20200209,FirmyCz,zbozi,80.54,632,3,1,0,0
837,20200209,HeurekaCz,heureka,128.70000000000002,0,38,58,2,2
838,20200209,Not tracked,notset,0.0,0,0,0,11,11
839,20200209,RtbHouse,rtbhouse,1945.54,36730,1094,667,8,8
840,20200209,Silverpop,emailing,1379.31,0,0,411,11,11
841,20200209,Sklik,sklik_bra,59.7,150,101,110,3,2
842,20200209,Sklik,sklik_pla,197.7,3010,41,44,0,0
843,20200209,Sklik,sklik_rem,280.1,12135,97,105,0,0
844,20200209,Sklik,sklik_sea,204.76,772,88,86,1,1
845,20200209,ZboziCz,zbozi,534.8,2777,63,49,0,0
846,20200209,unpaid,direct,0.0,0,0,523,10,10
847,20200209,unpaid,display,0.0,0,0,1,0,0
848,20200209,unpaid,facebook,0.0,0,0,20,1,1
849,20200209,unpaid,internal,0.0,0,0,118,0,0
850,20200209,unpaid,notset,0.0,0,0,19,0,0
851,20200209,unpaid,organic,0.0,0,0,553,7,7
852,20200209,unpaid,referral,0.0,0,0,190,2,1
853,20200210,AdWords,adwords_bra,159.63,463,265,306,11,11
854,20200210,AdWords,adwords_dsa,0.0,0,0,1,0,0
855,20200210,AdWords,adwords_pla,9622.09,187426,2262,2319,24,24
856,20200210,AdWords,adwords_rem,869.53,33488,333,367,1,1
857,20200210,AdWords,adwords_sea,47.24,543,28,46,0,0
858,20200210,FacebookBusinessAdsManager,facebook,106.38,3294,346,0,0,0
859,20200210,FirmyCz,zbozi,80.54,588,3,1,0,0
860,20200210,HeurekaCz,heureka,171.5,0,47,70,3,3
861,20200210,Not tracked,notset,0.0,0,0,0,19,19
862,20200210,RtbHouse,rtbhouse,2284.55,27876,613,480,3,3
863,20200210,Silverpop,emailing,1379.31,0,0,1339,30,29
864,20200210,Sklik,sklik_bra,69.9,174,108,123,5,5
865,20200210,Sklik,sklik_pla,296.8,3874,59,55,1,1
866,20200210,Sklik,sklik_rem,334.0,15240,113,117,1,1
867,20200210,Sklik,sklik_sea,259.94,1050,98,96,0,0
868,20200210,ZboziCz,zbozi,651.42,2556,65,48,0,0
869,20200210,unpaid,direct,0.0,0,0,622,12,10
870,20200210,unpaid,facebook,0.0,0,0,41,0,0
