,periodCode,platformCode,channelCode,marketingInvestment,impressions,clicks,visits,conversions,deliveries
871,20200210,unpaid,internal,0.0,0,0,141,0,0
872,20200210,unpaid,notset,0.0,0,0,33,0,0
873,20200210,unpaid,organic,0.0,0,0,749,17,14
874,20200210,unpaid,referral,0.0,0,0,133,1,0
875,20200211,AdWords,adwords_bra,95.68,366,202,242,10,10
876,20200211,AdWords,adwords_pla,11213.95,216416,2516,2577,29,29
877,20200211,AdWords,adwords_rem,870.61,27680,294,313,1,1
878,20200211,AdWords,adwords_sea,65.66,511,30,50,1,1
879,20200211,FacebookBusinessAdsManager,facebook,173.72,6144,670,0,0,0
880,20200211,FirmyCz,zbozi,80.54,589,4,2,0,0
881,20200211,HeurekaCz,heureka,192.1,0,51,57,4,4
882,20200211,Not tracked,notset,0.0,0,0,0,17,15
883,20200211,RtbHouse,rtbhouse,1986.95,22186,578,392,3,3
884,20200211,Silverpop,emailing,1379.31,0,0,1353,20,20
885,20200211,Sklik,sklik_bra,71.0,159,106,116,9,9
886,20200211,Sklik,sklik_pla,285.7,3409,59,59,0,0
887,20200211,Sklik,sklik_rem,307.4,14292,99,104,1,1
888,20200211,Sklik,sklik_sea,189.97,946,83,84,0,0
889,20200211,ZboziCz,zbozi,460.58,2803,52,42,0,0
890,20200211,unpaid,direct,0.0,0,0,538,12,11
891,20200211,unpaid,facebook,0.0,0,0,207,2,2
892,20200211,unpaid,internal,0.0,0,0,146,0,0
893,20200211,unpaid,notset,0.0,0,0,19,0,0
894,20200211,unpaid,organic,0.0,0,0,779,15,15
895,20200211,unpaid,referral,0.0,0,0,119,1,1
896,20200212,AdWords,adwords_bra,152.61,430,237,281,11,11
897,20200212,AdWords,adwords_pla,11324.92,202560,2488,2568,33,31
898,20200212,AdWords,adwords_rem,880.08,19820,220,263,2,2
899,20200212,AdWords,adwords_sea,104.08,523,37,56,1,1
900,20200212,FacebookBusinessAdsManager,facebook,273.32,15714,470,0,0,0
901,20200212,FirmyCz,zbozi,80.54,589,3,1,0,0
902,20200212,HeurekaCz,heureka,93.69999999999999,0,33,55,1,1
903,20200212,Not tracked,notset,0.0,0,0,0,13,13
904,20200212,RtbHouse,rtbhouse,1918.06,22884,537,412,5,4
905,20200212,Silverpop,emailing,1379.31,0,0,1365,18,18
906,20200212,Sklik,sklik_bra,69.7,188,119,127,5,4
907,20200212,Sklik,sklik_pla,169.9,3058,39,41,0,0
908,20200212,Sklik,sklik_rem,315.09999999999997,15267,107,114,0,0
909,20200212,Sklik,sklik_sea,159.98000000000002,927,71,66,0,0
910,20200212,ZboziCz,zbozi,776.45,2824,78,58,0,0
911,20200212,unpaid,direct,0.0,0,0,632,13,13
912,20200212,unpaid,facebook,0.0,0,0,100,1,1
913,20200212,unpaid,internal,0.0,0,0,144,0,0
914,20200212,unpaid,notset,0.0,0,0,24,1,1
915,20200212,unpaid,organic,0.0,0,0,743,10,10
916,20200212,unpaid,referral,0.0,0,0,103,0,0
917,20200213,AdWords,adwords_bra,88.04,367,207,239,9,8
918,20200213,AdWords,adwords_pla,8507.55,177031,2117,2240,31,31
919,20200213,AdWords,adwords_rem,889.73,24517,267,282,2,2
920,20200213,AdWords,adwords_sea,52.74,509,20,38,1,1
921,20200213,FacebookBusinessAdsManager,facebook,146.58,3768,352,0,0,0
922,20200213,FirmyCz,zbozi,80.54,589,4,4,0,0
923,20200213,HeurekaCz,heureka,161.29999999999998,0,44,53,1,1
924,20200213,Not tracked,notset,0.0,0,0,0,16,15
925,20200213,RtbHouse,rtbhouse,1984.07,35766,971,635,6,5
926,20200213,Silverpop,emailing,1379.31,0,0,1184,12,12
927,20200213,Sklik,sklik_bra,72.9,165,112,123,5,5
928,20200213,Sklik,sklik_pla,219.8,2620,44,53,0,0
929,20200213,Sklik,sklik_rem,384.8,14910,123,118,1,0
930,20200213,Sklik,sklik_sea,165.8,1035,71,64,0,0
931,20200213,ZboziCz,zbozi,483.16,2567,76,62,1,1
932,20200213,unpaid,direct,0.0,0,0,567,9,8
933,20200213,unpaid,facebook,0.0,0,0,34,0,0
934,20200213,unpaid,internal,0.0,0,0,137,0,0
935,20200213,unpaid,notset,0.0,0,0,19,0,0
936,20200213,unpaid,organic,0.0,0,0,652,4,4
937,20200213,unpaid,referral,0.0,0,0,104,0,0
938,20200214,AdWords,adwords_bra,95.84,346,173,215,7,7
939,20200214,AdWords,adwords_pla,6912.21,139152,1812,1918,21,21
940,20200214,AdWords,adwords_rem,748.81,22674,216,230,3,3
941,20200214,AdWords,adwords_sea,51.66,440,24,36,1,1
942,20200214,FacebookBusinessAdsManager,facebook,200.0,2725,72,0,0,0
943,20200214,FirmyCz,zbozi,80.54,588,3,2,0,0
944,20200214,HeurekaCz,heureka,71.5,0,21,35,3,3
945,20200214,Not tracked,notset,0.0,0,0,0,20,17
946,20200214,RtbHouse,rtbhouse,4672.51,35676,852,609,7,7
947,20200214,Silverpop,emailing,1379.31,0,0,1330,17,17
948,20200214,Sklik,sklik_bra,52.8,126,93,107,5,5
949,20200214,Sklik,sklik_pla,168.3,2648,39,41,1,1
950,20200214,Sklik,sklik_rem,288.40000000000003,13309,92,99,2,2
951,20200214,Sklik,sklik_sea,159.41,913,58,58,0,0
952,20200214,ZboziCz,zbozi,427.26,2420,62,54,0,0
953,20200214,unpaid,direct,0.0,0,0,500,6,6
954,20200214,unpaid,facebook,0.0,0,0,61,1,1
955,20200214,unpaid,internal,0.0,0,0,122,0,0
956,20200214,unpaid,notset,0.0,0,0,16,1,1
957,20200214,unpaid,organic,0.0,0,0,593,6,5
958,20200214,unpaid,referral,0.0,0,0,84,0,0
959,20200215,AdWords,adwords_bra,40.05,292,132,148,4,4
960,20200215,AdWords,adwords_dsa,0.0,0,0,2,0,0
961,20200215,AdWords,adwords_pla,5634.59,124348,1652,1700,16,16
962,20200215,AdWords,adwords_rem,892.3,20831,256,268,5,5
963,20200215,AdWords,adwords_sea,27.17,321,15,28,0,0
964,20200215,FirmyCz,zbozi,80.54,589,3,1,0,0
965,20200215,HeurekaCz,heureka,118.00000000000003,0,29,37,0,0
966,20200215,Not tracked,notset,0.0,0,0,0,7,7
967,20200215,RtbHouse,rtbhouse,579.72,25645,695,510,2,1
968,20200215,Silverpop,emailing,1379.31,0,0,1193,24,24
969,20200215,Sklik,sklik_bra,58.2,119,89,104,3,3
970,20200215,Sklik,sklik_pla,123.8,1454,35,35,0,0
971,20200215,Sklik,sklik_rem,305.2,10644,90,92,2,2
972,20200215,Sklik,sklik_sea,116.08999999999999,734,58,55,0,0
973,20200215,ZboziCz,zbozi,453.65,2180,54,39,2,2
974,20200215,unpaid,direct,0.0,0,0,436,5,5
975,20200215,unpaid,display,0.0,0,0,1,0,0
976,20200215,unpaid,facebook,0.0,0,0,44,0,0
977,20200215,unpaid,internal,0.0,0,0,120,0,0
978,20200215,unpaid,notset,0.0,0,0,15,0,0
979,20200215,unpaid,organic,0.0,0,0,523,3,2
980,20200215,unpaid,referral,0.0,0,0,86,2,2
981,20200216,AdWords,adwords_bra,48.79,336,170,207,8,6
982,20200216,AdWords,adwords_dsa,0.0,0,0,4,0,0
983,20200216,AdWords,adwords_pla,9000.3,158447,2346,2399,27,27
984,20200216,AdWords,adwords_rem,939.04,23522,255,281,4,4
985,20200216,AdWords,adwords_sea,56.800000000000004,511,28,43,0,0
986,20200216,FirmyCz,zbozi,80.54,589,4,0,0,0
987,20200216,HeurekaCz,heureka,115.10000000000002,0,35,45,1,1
988,20200216,Not tracked,notset,0.0,0,0,0,16,16
989,20200216,RtbHouse,rtbhouse,2315.81,32785,929,640,6,4
990,20200216,Silverpop,emailing,1379.31,0,0,578,21,20
991,20200216,Sklik,sklik_bra,62.42,155,109,132,7,6
992,20200216,Sklik,sklik_pla,170.3,2119,46,49,1,1
993,20200216,Sklik,sklik_rem,268.1,10824,87,99,2,2
994,20200216,Sklik,sklik_sea,149.51999999999998,916,77,80,0,0
995,20200216,ZboziCz,zbozi,586.96,2897,73,44,0,0
996,20200216,unpaid,direct,0.0,0,0,469,9,9
997,20200216,unpaid,display,0.0,0,0,1,0,0
998,20200216,unpaid,facebook,0.0,0,0,40,0,0
999,20200216,unpaid,internal,0.0,0,0,132,1,1
1000,20200216,unpaid,notset,0.0,0,0,29,0,0
1001,20200216,unpaid,organic,0.0,0,0,673,9,9
1002,20200216,unpaid,referral,0.0,0,0,102,0,0
1003,20200217,AdWords,adwords_bra,118.75,471,218,258,8,8
1004,20200217,AdWords,adwords_dsa,0.0,0,0,2,0,0
1005,20200217,AdWords,adwords_pla,8988.86,180603,2199,2301,37,36
1006,20200217,AdWords,adwords_rem,887.85,34640,270,295,1,1
1007,20200217,AdWords,adwords_sea,52.64,532,25,43,0,0
1008,20200217,Bing,bing,0.0,0,0,1,0,0
1009,20200217,FacebookBusinessAdsManager,facebook,33.85,4648,11,0,0,0
1010,20200217,FirmyCz,zbozi,80.54,653,4,0,0,0
1011,20200217,HeurekaCz,heureka,136.70000000000002,0,37,58,1,1
1012,20200217,Not tracked,notset,0.0,0,0,0,20,20
1013,20200217,RtbHouse,rtbhouse,2485.44,41472,838,600,3,3
1014,20200217,Silverpop,emailing,1379.31,0,0,2003,45,44
1015,20200217,Sklik,sklik_bra,63.1,202,121,135,8,8
1016,20200217,Sklik,sklik_pla,126.2,2335,44,49,3,3
1017,20200217,Sklik,sklik_rem,262.4,12878,82,87,1,1
1018,20200217,Sklik,sklik_sea,211.27,1017,89,91,1,1
1019,20200217,ZboziCz,zbozi,532.96,2762,65,55,0,0
1020,20200217,unpaid,direct,0.0,0,0,649,12,12
1021,20200217,unpaid,facebook,0.0,0,0,37,2,2
1022,20200217,unpaid,internal,0.0,0,0,124,0,0
1023,20200217,unpaid,notset,0.0,0,0,48,1,1
1024,20200217,unpaid,organic,0.0,0,0,790,12,11
1025,20200217,unpaid,referral,0.0,0,0,108,0,0
1026,20200218,AdWords,adwords_bra,128.57,449,228,266,10,9
1027,20200218,AdWords,adwords_dsa,0.0,0,0,1,0,0
1028,20200218,AdWords,adwords_pla,10999.35,216307,2531,2585,31,31
1029,20200218,AdWords,adwords_rem,897.65,25657,206,215,1,1
1030,20200218,AdWords,adwords_sea,55.89,607,27,46,0,0
1031,20200218,FacebookBusinessAdsManager,facebook,47.02,5920,13,0,0,0
1032,20200218,FirmyCz,zbozi,80.54,653,3,1,0,0
1033,20200218,HeurekaCz,heureka,193.20000000000005,0,51,60,1,1
1034,20200218,Not tracked,notset,0.0,0,0,0,15,14
1035,20200218,RtbHouse,rtbhouse,1667.68,37283,783,556,3,2
1036,20200218,Silverpop,emailing,1379.31,0,0,1405,23,23
1037,20200218,Sklik,sklik_bra,59.8,204,112,132,6,5
1038,20200218,Sklik,sklik_pla,79.7,2001,27,23,0,0
1039,20200218,Sklik,sklik_rem,368.8,13813,109,118,0,0
1040,20200218,Sklik,sklik_sea,200.23999999999998,927,77,77,1,1
1041,20200218,ZboziCz,zbozi,464.16,2850,65,50,0,0
1042,20200218,unpaid,direct,0.0,0,0,567,10,10
1043,20200218,unpaid,facebook,0.0,0,0,16,1,1
1044,20200218,unpaid,internal,0.0,0,0,129,0,0
1045,20200218,unpaid,notset,0.0,0,0,28,0,0
1046,20200218,unpaid,organic,0.0,0,0,789,18,16
1047,20200218,unpaid,referral,0.0,0,0,93,2,2
1048,20200219,AdWords,adwords_bra,143.87,484,238,258,10,9
1049,20200219,AdWords,adwords_pla,13344.03,240605,2882,2916,24,24
1050,20200219,AdWords,adwords_rem,867.03,24627,234,245,1,1
1051,20200219,AdWords,adwords_sea,46.230000000000004,457,23,35,0,0
1052,20200219,Adform,adform_prospecting,0.0,0,1,1,0,0
1053,20200219,FacebookBusinessAdsManager,facebook,106.01,6415,32,0,0,0
1054,20200219,FirmyCz,zbozi,80.54,653,4,0,0,0
1055,20200219,HeurekaCz,heureka,111.4,0,26,56,0,0
1056,20200219,Not tracked,notset,0.0,0,0,0,21,17
1057,20200219,RtbHouse,rtbhouse,2268.55,40911,887,627,5,5
1058,20200219,Silverpop,emailing,1379.31,0,0,1602,25,25
1059,20200219,Sklik,notset,0.0,0,0,1,0,0
1060,20200219,Sklik,sklik_bra,84.8,205,144,147,7,6
1061,20200219,Sklik,sklik_pla,104.7,1702,36,36,1,1
1062,20200219,Sklik,sklik_rem,357.79999999999995,13575,105,113,1,1
1063,20200219,Sklik,sklik_sea,176.46,885,78,76,0,0
1064,20200219,ZboziCz,zbozi,645.41,2824,59,52,0,0
1065,20200219,unpaid,direct,0.0,0,0,610,6,6
1066,20200219,unpaid,display,0.0,0,0,1,0,0
1067,20200219,unpaid,facebook,0.0,0,0,19,1,0
1068,20200219,unpaid,internal,0.0,0,0,153,0,0
1069,20200219,unpaid,notset,0.0,0,0,34,1,1
1070,20200219,unpaid,organic,0.0,0,0,743,5,5
1071,20200219,unpaid,referral,0.0,0,0,83,1,1
1072,20200220,AdWords,adwords_bra,101.15,461,240,282,7,7
1073,20200220,AdWords,adwords_dsa,0.0,0,0,2,0,0
1074,20200220,AdWords,adwords_pla,10627.79,196417,2541,2662,36,36
1075,20200220,AdWords,adwords_rem,822.63,24097,216,234,2,2
1076,20200220,AdWords,adwords_sea,67.86,541,26,40,0,0
1077,20200220,FacebookBusinessAdsManager,facebook,178.59,11277,43,0,0,0
1078,20200220,FirmyCz,zbozi,80.54,653,4,3,0,0
1079,20200220,HeurekaCz,heureka,125.59999999999998,0,40,55,2,2
1080,20200220,Not tracked,notset,0.0,0,0,0,21,21
1081,20200220,RtbHouse,rtbhouse,1708.13,43156,948,648,9,8
1082,20200220,Silverpop,emailing,1379.31,0,0,1355,26,26
1083,20200220,Sklik,sklik_bra,51.8,140,91,108,4,4
1084,20200220,Sklik,sklik_pla,96.4,1974,34,38,1,1
1085,20200220,Sklik,sklik_rem,364.4,13302,109,109,0,0
1086,20200220,Sklik,sklik_sea,202.64000000000001,889,73,75,0,0
1087,20200220,ZboziCz,zbozi,590.89,2643,81,49,1,1
1088,20200220,unpaid,direct,0.0,0,0,581,11,10
1089,20200220,unpaid,facebook,0.0,0,0,63,0,0
1090,20200220,unpaid,internal,0.0,0,0,144,0,0
1091,20200220,unpaid,notset,0.0,0,0,34,0,0
1092,20200220,unpaid,organic,0.0,0,0,702,19,17
1093,20200220,unpaid,referral,0.0,0,0,93,1,1
1094,20200221,AdWords,adwords_bra,157.1,373,209,226,6,6
1095,20200221,AdWords,adwords_dsa,0.0,0,0,2,0,0
1096,20200221,AdWords,adwords_pla,7942.129999999999,166211,2012,2109,18,18
1097,20200221,AdWords,adwords_rem,822.14,21571,224,251,3,3
1098,20200221,AdWords,adwords_sea,84.39999999999999,510,42,55,0,0
1099,20200221,FacebookBusinessAdsManager,facebook,287.42,12933,82,0,0,0
1100,20200221,FirmyCz,zbozi,80.54,653,3,1,0,0
1101,20200221,HeurekaCz,heureka,124.89999999999998,0,31,39,1,1
1102,20200221,Not tracked,notset,0.0,0,0,0,17,17
1103,20200221,RtbHouse,rtbhouse,1303.78,41010,1029,649,1,1
1104,20200221,Silverpop,emailing,1379.31,0,0,1574,23,21
1105,20200221,Sklik,sklik_bra,57.8,147,100,115,5,4
1106,20200221,Sklik,sklik_pla,91.3,1755,37,40,0,0
1107,20200221,Sklik,sklik_rem,0.0,0,0,92,0,0
1108,20200221,Sklik,sklik_sea,148.5,741,57,63,0,0
1109,20200221,ZboziCz,zbozi,330.09,2581,40,31,0,0
1110,20200221,unpaid,direct,0.0,0,0,586,6,6
1111,20200221,unpaid,display,0.0,0,0,1,0,0
1112,20200221,unpaid,facebook,0.0,0,0,69,0,0
1113,20200221,unpaid,internal,0.0,0,0,130,1,1
1114,20200221,unpaid,notset,0.0,0,0,20,1,1
1115,20200221,unpaid,organic,0.0,0,0,673,6,5
1116,20200221,unpaid,referral,0.0,0,0,93,2,2
1117,20200222,AdWords,adwords_bra,61.32,249,124,150,6,5
1118,20200222,AdWords,adwords_dsa,0.0,0,0,1,0,0
1119,20200222,AdWords,adwords_pla,6036.66,128989,1721,1772,13,13
1120,20200222,AdWords,adwords_rem,800.64,23399,224,265,3,3
1121,20200222,AdWords,adwords_sea,64.61,346,28,33,0,0
1122,20200222,FacebookBusinessAdsManager,facebook,278.14,14219,99,0,0,0
1123,20200222,FirmyCz,zbozi,80.54,653,4,1,0,0
1124,20200222,HeurekaCz,heureka,131.60000000000002,0,32,38,0,0
1125,20200222,Not tracked,notset,0.0,0,0,0,4,3
1126,20200222,RtbHouse,rtbhouse,1016.95,26117,738,461,4,4
1127,20200222,Silverpop,emailing,1379.31,0,0,1044,15,13
1128,20200222,Sklik,sklik_bra,58.5,124,83,97,5,5
1129,20200222,Sklik,sklik_pla,99.4,1430,32,35,0,0
1130,20200222,Sklik,sklik_rem,348.6,11863,108,116,1,1
1131,20200222,Sklik,sklik_sea,134.22,544,52,55,0,0
1132,20200222,ZboziCz,zbozi,538.49,2276,70,47,0,0
1133,20200222,unpaid,direct,0.0,0,0,399,8,5
1134,20200222,unpaid,facebook,0.0,0,0,28,0,0
1135,20200222,unpaid,internal,0.0,0,0,122,0,0
1136,20200222,unpaid,notset,0.0,0,0,12,0,0
1137,20200222,unpaid,organic,0.0,0,0,506,4,3
1138,20200222,unpaid,referral,0.0,0,0,60,1,0
1139,20200223,AdWords,adwords_bra,106.57,369,194,228,4,4
1140,20200223,AdWords,adwords_pla,10953.99,204618,2863,2881,25,24
1141,20200223,AdWords,adwords_rem,941.36,23692,257,290,4,4
1142,20200223,AdWords,adwords_sea,56.96000000000001,437,23,33,0,0
1143,20200223,FacebookBusinessAdsManager,facebook,168.97,8231,79,0,0,0
1144,20200223,FirmyCz,zbozi,80.54,653,3,0,0,0
1145,20200223,HeurekaCz,heureka,190.29999999999998,0,46,65,1,1
1146,20200223,Not tracked,notset,0.0,0,0,0,13,13
1147,20200223,RtbHouse,rtbhouse,1048.09,38722,1102,734,5,4
1148,20200223,Silverpop,emailing,1379.31,0,0,557,18,18
1149,20200223,Sklik,sklik_bra,71.6,161,110,116,5,5
1150,20200223,Sklik,sklik_pla,128.5,1630,41,45,1,1
1151,20200223,Sklik,sklik_rem,349.3,14417,115,124,1,1
1152,20200223,Sklik,sklik_sea,251.16,752,88,88,0,0
1153,20200223,ZboziCz,zbozi,580.2,3444,76,54,0,0
1154,20200223,unpaid,direct,0.0,0,0,519,5,4
1155,20200223,unpaid,facebook,0.0,0,0,41,0,0
1156,20200223,unpaid,internal,0.0,0,0,154,0,0
1157,20200223,unpaid,notset,0.0,0,0,21,1,1
1158,20200223,unpaid,organic,0.0,0,0,710,12,10
1159,20200223,unpaid,referral,0.0,0,0,97,3,3
1160,20200224,AdWords,adwords_bra,146.46,434,230,264,8,8
1161,20200224,AdWords,adwords_pla,10105.18,198439,2395,2551,28,28
1162,20200224,AdWords,adwords_rem,900.69,28224,246,284,1,1
1163,20200224,AdWords,adwords_sea,64.06,516,34,48,0,0
1164,20200224,FacebookBusinessAdsManager,facebook,137.54,6338,161,0,0,0
1165,20200224,FirmyCz,zbozi,80.54,652,4,3,0,0
1166,20200224,HeurekaCz,heureka,194.39999999999998,0,41,59,0,0
1167,20200224,Not tracked,notset,0.0,0,0,0,18,14
1168,20200224,RtbHouse,rtbhouse,2074.51,39727,860,573,4,4
1169,20200224,Silverpop,emailing,1379.31,0,0,1288,20,19
1170,20200224,Sklik,sklik_bra,54.8,115,80,77,5,5
1171,20200224,Sklik,sklik_pla,85.0,1905,32,31,1,1
1172,20200224,Sklik,sklik_rem,365.09999999999997,18629,121,123,1,1
1173,20200224,Sklik,sklik_sea,174.89999999999998,863,68,65,0,0
1174,20200224,ZboziCz,zbozi,333.87,2946,54,36,0,0
1175,20200224,unpaid,direct,0.0,0,0,607,6,5
1176,20200224,unpaid,facebook,0.0,0,0,80,0,0
1177,20200224,unpaid,internal,0.0,0,0,165,0,0
1178,20200224,unpaid,notset,0.0,0,0,27,1,1
1179,20200224,unpaid,organic,0.0,0,0,758,9,9
1180,20200224,unpaid,referral,0.0,0,0,89,1,1
1181,20200225,AdWords,adwords_bra,149.2,410,236,259,6,6
1182,20200225,AdWords,adwords_pla,10249.27,204468,2397,2484,22,22
1183,20200225,AdWords,adwords_rem,805.8,24714,248,268,2,2
1184,20200225,AdWords,adwords_sea,66.91,544,34,42,0,0
1185,20200225,FacebookBusinessAdsManager,facebook,219.56,8665,259,0,0,0
1186,20200225,FirmyCz,zbozi,80.54,651,3,1,0,0
1187,20200225,HeurekaCz,heureka,203.1,0,52,82,1,1
1188,20200225,Not tracked,notset,0.0,0,0,0,28,27
1189,20200225,RtbHouse,rtbhouse,3619.62,36847,786,564,6,6
1190,20200225,Silverpop,emailing,1379.31,0,0,1244,15,15
1191,20200225,Sklik,sklik_bra,72.4,150,107,123,3,3
1192,20200225,Sklik,sklik_pla,84.9,2150,27,29,0,0
1193,20200225,Sklik,sklik_rem,405.9,19104,126,138,1,1
1194,20200225,Sklik,sklik_sea,173.8,714,74,75,0,0
1195,20200225,ZboziCz,zbozi,931.62,20256,507,379,5,3
1196,20200225,unpaid,direct,0.0,0,0,526,11,10
1197,20200225,unpaid,facebook,0.0,0,0,108,0,0
1198,20200225,unpaid,internal,0.0,0,0,148,0,0
1199,20200225,unpaid,notset,0.0,0,0,31,0,0
1200,20200225,unpaid,organic,0.0,0,0,796,11,11
1201,20200225,unpaid,referral,0.0,0,0,166,4,3
1202,20200226,AdWords,adwords_bra,131.1,405,231,264,9,8
1203,20200226,AdWords,adwords_pla,13950.740000000002,257814,4161,4261,70,64
1204,20200226,AdWords,adwords_rem,810.65,27250,267,284,3,3
1205,20200226,AdWords,adwords_sea,61.3,530,27,33,0,0
1206,20200226,FacebookBusinessAdsManager,facebook,167.56,6864,157,0,0,0
1207,20200226,FirmyCz,zbozi,80.54,652,3,2,0,0
1208,20200226,HeurekaCz,heureka,108.20000000000003,0,33,89,0,0
1209,20200226,Not tracked,notset,0.0,0,0,0,21,18
1210,20200226,RtbHouse,rtbhouse,2291.83,42161,859,597,6,5
1211,20200226,Silverpop,emailing,1379.31,0,0,1185,21,21
1212,20200226,Sklik,sklik_bra,73.05,158,109,130,9,9
1213,20200226,Sklik,sklik_pla,115.7,5250,40,40,0,0
1214,20200226,Sklik,sklik_rem,404.7,21027,134,133,0,0
1215,20200226,Sklik,sklik_sea,201.53,920,83,80,0,0
1216,20200226,ZboziCz,zbozi,4649.84,45618,3006,2123,23,16
1217,20200226,unpaid,direct,0.0,0,0,614,14,13
1218,20200226,unpaid,facebook,0.0,0,0,20,0,0
1219,20200226,unpaid,internal,0.0,0,0,167,0,0
1220,20200226,unpaid,notset,0.0,0,0,34,2,2
1221,20200226,unpaid,organic,0.0,0,0,879,8,8
1222,20200226,unpaid,referral,0.0,0,0,225,5,5
1223,20200227,AdWords,adwords_bra,209.16,365,210,233,17,17
1224,20200227,AdWords,adwords_pla,8398.04,179492,2084,2140,19,18
1225,20200227,AdWords,adwords_rem,893.68,27678,292,319,1,1
1226,20200227,AdWords,adwords_sea,60.34,455,30,38,0,0
1227,20200227,FacebookBusinessAdsManager,facebook,26.61,3651,5,0,0,0
1228,20200227,FirmyCz,zbozi,80.54,652,4,3,0,0
1229,20200227,HeurekaCz,heureka,118.7,0,36,59,1,1
1230,20200227,Not tracked,notset,0.0,0,0,0,7,6
1231,20200227,RtbHouse,rtbhouse,882.63,37327,709,537,3,3
1232,20200227,Silverpop,emailing,1379.31,0,0,1239,9,9
1233,20200227,Sklik,sklik_bra,54.8,154,87,102,6,6
1234,20200227,Sklik,sklik_pla,110.0,6072,41,45,0,0
1235,20200227,Sklik,sklik_rem,448.3,21416,146,131,0,0
1236,20200227,Sklik,sklik_sea,158.98000000000002,935,65,61,0,0
1237,20200227,ZboziCz,zbozi,0.0,0,0,14,0,0
1238,20200227,unpaid,direct,0.0,0,0,668,14,14
1239,20200227,unpaid,facebook,0.0,0,0,18,0,0
1240,20200227,unpaid,internal,0.0,0,0,122,0,0
1241,20200227,unpaid,notset,0.0,0,0,21,1,1
1242,20200227,unpaid,organic,0.0,0,0,730,6,6
1243,20200227,unpaid,referral,0.0,0,0,74,1,1
1244,20200228,AdWords,adwords_bra,97.47,310,191,223,7,6
1245,20200228,AdWords,adwords_pla,7814.96,161628,2052,2108,24,24
1246,20200228,AdWords,adwords_rem,637.63,22558,215,238,2,2
1247,20200228,AdWords,adwords_sea,47.029999999999994,360,22,23,0,0
1248,20200228,FacebookBusinessAdsManager,facebook,25.67,3461,3,0,0,0
1249,20200228,FirmyCz,zbozi,80.54,651,3,0,0,0
1250,20200228,HeurekaCz,heureka,99.0,0,32,48,2,2
1251,20200228,Not tracked,notset,0.0,0,0,0,15,14
1252,20200228,RtbHouse,rtbhouse,1984.23,38247,754,544,9,9
1253,20200228,Silverpop,emailing,1379.31,0,0,1564,33,33
1254,20200228,Sklik,sklik_bra,54.4,132,94,118,5,5
1255,20200228,Sklik,sklik_pla,71.1,1936,29,32,2,2
1256,20200228,Sklik,sklik_rem,432.6,19045,130,130,0,0
1257,20200228,Sklik,sklik_sea,175.48,835,76,81,2,2
1258,20200228,ZboziCz,zbozi,0.0,0,0,5,0,0
1259,20200228,unpaid,direct,0.0,0,0,524,6,6
1260,20200228,unpaid,facebook,0.0,0,0,96,0,0
1261,20200228,unpaid,internal,0.0,0,0,150,1,1
1262,20200228,unpaid,notset,0.0,0,0,19,0,0
1263,20200228,unpaid,organic,0.0,0,0,668,9,9
1264,20200228,unpaid,referral,0.0,0,0,89,1,1
1265,20200229,AdWords,adwords_bra,101.28,288,144,163,8,8
1266,20200229,AdWords,adwords_pla,6689.74,148190,1967,1971,9,9
1267,20200229,AdWords,adwords_rem,1016.95,33408,286,303,0,0
1268,20200229,AdWords,adwords_sea,74.39,393,27,33,0,0
1269,20200229,FacebookBusinessAdsManager,facebook,23.06,3121,4,0,0,0
1270,20200229,FirmyCz,zbozi,80.54,652,3,2,0,0
1271,20200229,HeurekaCz,heureka,165.40000000000003,0,41,49,2,2
1272,20200229,Not tracked,notset,0.0,0,0,0,5,5
1273,20200229,RtbHouse,rtbhouse,993.58,29991,736,541,5,5
1274,20200229,Silverpop,emailing,1379.31,0,0,793,10,10
1275,20200229,Sklik,sklik_bra,45.8,119,72,72,1,1
1276,20200229,Sklik,sklik_pla,63.0,1964,25,28,0,0
1277,20200229,Sklik,sklik_rem,340.29999999999995,15287,106,116,1,1
1278,20200229,Sklik,sklik_sea,171.64,554,64,69,2,2
1279,20200229,ZboziCz,zbozi,0.0,0,0,0,0,0
1280,20200229,unpaid,direct,0.0,0,0,478,4,4
1281,20200229,unpaid,facebook,0.0,0,0,28,0,0
1282,20200229,unpaid,internal,0.0,0,0,105,0,0
1283,20200229,unpaid,notset,0.0,0,0,21,0,0
1284,20200229,unpaid,organic,0.0,0,0,546,6,6
1285,20200229,unpaid,referral,0.0,0,0,95,2,2
1286,20200229,unpaid,referralradiobeat,0.0,0,0,1,0,0
1287,20200301,AdWords,adwords_bra,95.2,304,160,198,7,7
1288,20200301,AdWords,adwords_pla,9315.119999999999,182571,2465,2478,37,37
1289,20200301,AdWords,adwords_rem,893.14,23697,245,276,1,1
1290,20200301,AdWords,adwords_sea,26.7,383,15,19,0,0
1291,20200301,FirmyCz,zbozi,80.54,651,3,2,0,0
1292,20200301,HeurekaCz,heureka,158.00000000000003,0,44,45,0,0
1293,20200301,Not tracked,notset,0.0,0,0,0,8,8
1294,20200301,RtbHouse,rtbhouse,1459.41,43995,1124,778,9,9
1295,20200301,Silverpop,emailing,1290.32,0,0,382,11,11
1296,20200301,Sklik,sklik_bra,68.1,139,103,117,3,3
1297,20200301,Sklik,sklik_pla,49.9,2173,18,22,1,1
1298,20200301,Sklik,sklik_rem,447.2,19830,150,162,2,2
