,orderId,createdAt,platformCode,channelCode,deviceCategory,total,delivery,revenue,quantity
4098,202790,2020-02-16,notset,organic,desktop,4722,259,4429,1
4099,202703,2020-02-16,notset,organic,mobile,820,116,736,2
4100,202824,2020-02-16,notset,organic,desktop,1340,0,1372,6
4101,202643,2020-02-16,notset,organic,desktop,1677,116,1557,3
4102,202636,2020-02-16,notset,organic,mobile,1806,116,1742,9
4103,202630,2020-02-16,notset,organic,desktop,288,116,172,1
4142,202767,2020-02-16,notset,organic,desktop,4807,140,4779,4
4143,202756,2020-02-16,notset,referral,mobile,1244,116,1093,1
4144,202833,2020-02-16,notset,internal,tablet,1852,116,1768,3
4145,162400,2020-02-17,notset,direct,desktop,5053,0,5053,1
4146,162401,2020-02-17,notset,direct,desktop,5229,141,5053,1
4147,202854,2020-02-17,notset,direct,desktop,3982,116,3989,4
4148,202857,2020-02-17,notset,direct,desktop,1254,116,1102,2
4149,202869,2020-02-17,notset,direct,desktop,1208,116,1056,1
4150,202903,2020-02-17,notset,direct,tablet,1509,0,1540,17
4151,202911,2020-02-17,notset,direct,desktop,1311,116,1191,3
4152,202921,2020-02-17,notset,direct,desktop,1685,116,1533,1
4153,202984,2020-02-17,notset,direct,desktop,1976,116,1825,7
4154,202989,2020-02-17,notset,direct,desktop,958,116,806,3
4155,203012,2020-02-17,notset,direct,desktop,706,116,555,4
4156,203040,2020-02-17,notset,direct,desktop,2876,116,2771,13
4157,203085,2020-02-17,notset,direct,desktop,3001,116,2885,3
4158,203090,2020-02-17,notset,direct,desktop,3742,116,3737,13
4159,202957,2020-02-17,notset,organic,desktop,477,116,325,9
4160,203098,2020-02-17,notset,notset,desktop,1601,116,1481,8
4161,203020,2020-02-17,notset,facebook,mobile,965,141,788,1
4162,203039,2020-02-17,notset,facebook,desktop,1174,0,1206,2
4210,203070,2020-02-17,notset,organic,desktop,1401,0,1433,6
4211,202992,2020-02-17,notset,organic,desktop,5614,116,5508,2
4212,202981,2020-02-17,notset,organic,desktop,757,116,641,1
4213,203019,2020-02-17,notset,organic,desktop,3391,200,3338,7
4214,202883,2020-02-17,notset,organic,desktop,1111,0,1142,8
4215,202858,2020-02-17,notset,organic,mobile,361,116,210,1
4216,202951,2020-02-17,notset,organic,desktop,1562,116,1410,2
4279,203034,2020-02-17,notset,organic,mobile,1289,116,1137,1
4280,202925,2020-02-17,notset,organic,desktop,51114,1081,53521,13
4281,202916,2020-02-17,notset,organic,desktop,247,116,95,1
4282,202919,2020-02-17,notset,organic,desktop,1146,116,1061,5
4283,162402,2020-02-18,notset,direct,desktop,4170,141,3994,1
4284,162403,2020-02-18,notset,direct,desktop,1644,0,1644,1
4285,162404,2020-02-18,notset,direct,desktop,56399,0,56399,1
4286,203120,2020-02-18,notset,direct,desktop,1938,141,1807,2
4287,203133,2020-02-18,notset,direct,desktop,1055,116,935,2
4288,203172,2020-02-18,notset,direct,desktop,1831,116,1679,1
4289,203196,2020-02-18,notset,direct,desktop,702,116,550,2
4290,203197,2020-02-18,notset,direct,desktop,39175,541,42158,47
4291,203211,2020-02-18,notset,direct,desktop,8341,116,8487,11
4292,203214,2020-02-18,notset,direct,desktop,8177,541,7668,2
4293,203229,2020-02-18,notset,direct,desktop,26,0,26,1
4294,203231,2020-02-18,notset,direct,desktop,1062,116,978,8
4295,203240,2020-02-18,notset,direct,desktop,26,0,26,1
4296,203246,2020-02-18,notset,direct,desktop,310,116,193,1
4297,203270,2020-02-18,notset,direct,desktop,626,116,474,3
4298,203271,2020-02-18,notset,organic,desktop,2835,141,2711,6
4299,203295,2020-02-18,notset,organic,desktop,1933,116,1834,5
4300,203287,2020-02-18,notset,organic,tablet,334,116,182,1
4301,203165,2020-02-18,notset,organic,desktop,1101,116,985,4
4302,203303,2020-02-18,notset,notset,mobile,1446,116,1348,2
4303,203204,2020-02-18,notset,facebook,mobile,1756,0,1802,2
4348,203144,2020-02-18,notset,organic,desktop,303,116,187,1
4349,203248,2020-02-18,notset,organic,mobile,1262,116,1142,2
4350,203234,2020-02-18,notset,organic,desktop,1529,116,1409,4
4351,203226,2020-02-18,notset,organic,desktop,750,116,630,2
4352,203203,2020-02-18,notset,organic,tablet,1154,116,1069,4
4353,203193,2020-02-18,notset,organic,desktop,479,116,328,1
4354,203101,2020-02-18,notset,organic,desktop,96,0,96,1
4355,203262,2020-02-18,notset,organic,desktop,20526,0,20526,6
4356,203265,2020-02-18,notset,organic,desktop,2066,116,1914,1
4357,203255,2020-02-18,notset,organic,mobile,650,116,498,2
4358,203268,2020-02-18,notset,organic,desktop,2731,0,2763,8
4395,203280,2020-02-18,notset,organic,desktop,3778,116,3627,1
4396,203189,2020-02-18,notset,organic,desktop,1297,116,1146,3
4397,203150,2020-02-18,notset,organic,desktop,1825,116,1754,3
4398,203156,2020-02-18,notset,referral,desktop,1426,116,1298,3
4399,203104,2020-02-18,notset,referral,desktop,9261,116,9371,3
4400,203374,2020-02-19,notset,direct,desktop,3059,116,2953,5
4401,203375,2020-02-19,notset,direct,desktop,4784,116,4791,3
4402,203391,2020-02-19,notset,direct,desktop,1797,0,1797,1
4403,203461,2020-02-19,notset,direct,desktop,4095,116,4126,5
4404,203477,2020-02-19,notset,direct,mobile,4491,116,4385,2
4405,203478,2020-02-19,notset,direct,desktop,38,15,23,1
4406,203498,2020-02-19,notset,direct,desktop,4598,0,4732,36
4407,203543,2020-02-19,notset,direct,desktop,738,116,586,1
4408,203436,2020-02-19,notset,referral,desktop,3743,116,3627,1
4409,203450,2020-02-19,notset,referral,desktop,855,116,704,1
4410,203430,2020-02-19,notset,notset,desktop,607,116,491,1
4411,203382,2020-02-19,notset,facebook,mobile,1042,116,891,2
4450,203429,2020-02-19,notset,organic,desktop,2573,116,2421,2
4451,203489,2020-02-19,notset,organic,mobile,1497,141,1321,1
4452,203331,2020-02-19,notset,organic,desktop,10810,259,10552,20
4453,203359,2020-02-19,notset,organic,desktop,1144,116,993,1
4495,203432,2020-02-19,notset,organic,desktop,867,116,716,1
4496,203564,2020-02-20,notset,direct,desktop,2153,116,2043,3
4497,203571,2020-02-20,notset,direct,desktop,16539,140,17317,15
4498,203589,2020-02-20,notset,direct,desktop,760,116,609,2
4499,203616,2020-02-20,notset,direct,desktop,5977,140,5961,3
4500,203627,2020-02-20,notset,direct,desktop,1389,116,1319,3
4501,203646,2020-02-20,notset,direct,mobile,2264,116,2194,2
4502,203653,2020-02-20,notset,direct,desktop,750,116,630,2
4503,203658,2020-02-20,notset,direct,desktop,3129,116,3009,4
4504,203699,2020-02-20,notset,direct,desktop,4758,141,4634,2
4505,203723,2020-02-20,notset,direct,desktop,1327,116,1211,1
4506,203785,2020-02-20,notset,direct,desktop,1108,116,992,1
4507,203594,2020-02-20,notset,organic,desktop,621,116,470,1
4553,203705,2020-02-20,notset,organic,mobile,764,116,613,1
4554,203696,2020-02-20,notset,organic,desktop,2677,116,2571,6
4555,203691,2020-02-20,notset,organic,desktop,2095,116,1944,4
4556,203678,2020-02-20,notset,organic,desktop,3311,116,3353,4
4557,203656,2020-02-20,notset,organic,desktop,3522,116,3517,3
4558,203603,2020-02-20,notset,organic,desktop,750,116,630,2
4559,203609,2020-02-20,notset,organic,desktop,1972,141,1796,2
4560,203597,2020-02-20,notset,organic,desktop,2829,116,2709,4
4561,203595,2020-02-20,notset,organic,mobile,745,116,625,2
4562,203802,2020-02-20,notset,organic,desktop,2994,116,2878,1
4563,203792,2020-02-20,notset,organic,desktop,1208,116,1056,1
4564,203743,2020-02-20,notset,organic,desktop,1174,116,1023,1
4565,203756,2020-02-20,notset,organic,desktop,3485,116,3516,7
4566,203554,2020-02-20,notset,organic,mobile,2726,116,2620,2
4567,203567,2020-02-20,notset,organic,desktop,470,0,470,1
4611,203681,2020-02-20,notset,organic,mobile,1719,116,1649,3
4612,203701,2020-02-20,notset,organic,desktop,4336,200,4260,3
4613,203636,2020-02-20,notset,organic,desktop,4289,200,4054,3
4614,203648,2020-02-20,notset,organic,desktop,3309,116,3193,1
4615,203555,2020-02-20,notset,referral,desktop,530,116,413,1
4616,203675,2020-02-20,notset,internal,desktop,1131,116,979,1
4618,203835,2020-02-21,notset,direct,desktop,569,116,417,2
4619,203837,2020-02-21,notset,direct,desktop,1721,116,1602,11
4620,203849,2020-02-21,notset,direct,desktop,3525,0,3525,1
4621,203864,2020-02-21,notset,direct,desktop,2342,140,2234,3
4622,203897,2020-02-21,notset,direct,desktop,881,116,796,3
4623,203952,2020-02-21,notset,direct,desktop,1322,141,1146,2
4624,203966,2020-02-21,notset,direct,tablet,1358,116,1288,5
4625,203900,2020-02-21,notset,organic,desktop,1333,116,1213,6
4626,203943,2020-02-21,notset,notset,desktop,10901,116,10785,1
4654,203963,2020-02-21,notset,organic,mobile,592,116,476,3
4655,203899,2020-02-21,notset,organic,mobile,697,116,546,1
4656,203829,2020-02-21,notset,organic,desktop,3677,116,3684,2
4657,203813,2020-02-21,notset,organic,desktop,1400,116,1284,3
4682,203977,2020-02-21,notset,referral,mobile,1973,116,1867,3
4689,203919,2020-02-21,notset,organic,desktop,3647,259,3512,3
4690,203916,2020-02-21,notset,organic,desktop,482,0,482,2
4691,203847,2020-02-21,notset,referral,desktop,750,116,598,1
4692,203863,2020-02-21,notset,internal,desktop,2288,116,2459,7
4693,203987,2020-02-22,notset,direct,desktop,2280,141,2150,6
4694,204000,2020-02-22,notset,direct,mobile,1847,116,1727,6
4695,204015,2020-02-22,notset,direct,mobile,1804,141,1627,2
4696,204043,2020-02-22,notset,direct,mobile,4057,116,3952,2
4697,204044,2020-02-22,notset,direct,desktop,1992,0,1992,1
4698,204057,2020-02-22,notset,direct,desktop,2750,116,2644,4
4699,204062,2020-02-22,notset,direct,mobile,2001,116,1902,4
4700,204073,2020-02-22,notset,direct,desktop,913,116,828,4
4725,204091,2020-02-22,notset,organic,desktop,1991,116,1840,3
4726,203988,2020-02-22,notset,organic,desktop,1197,116,1046,4
4755,203994,2020-02-22,notset,organic,desktop,5551,116,5582,7
4756,204046,2020-02-22,notset,organic,desktop,786,116,635,1
4757,204004,2020-02-22,notset,internal,desktop,745,116,629,1
4758,204094,2020-02-22,notset,referral,desktop,1032,116,880,1
4759,204127,2020-02-23,notset,direct,desktop,153,0,153,2
4760,204168,2020-02-23,notset,direct,desktop,797,116,645,3
4761,204225,2020-02-23,notset,direct,desktop,1096,0,1127,10
4762,204272,2020-02-23,notset,direct,desktop,2620,116,2536,6
4763,204273,2020-02-23,notset,direct,desktop,16401,611,15754,28
4764,204153,2020-02-23,notset,organic,desktop,2391,116,2274,6
4766,204269,2020-02-23,notset,notset,desktop,3334,140,3194,3
4800,204105,2020-02-23,notset,organic,desktop,3362,141,3218,6
4801,204255,2020-02-23,notset,organic,mobile,2787,116,2724,4
4802,204271,2020-02-23,notset,organic,desktop,1907,0,1959,5
4803,204180,2020-02-23,notset,organic,desktop,1681,116,1611,2
4804,204200,2020-02-23,notset,organic,mobile,1913,116,1807,2
4805,204189,2020-02-23,notset,organic,tablet,3884,141,3708,2
4806,204172,2020-02-23,notset,organic,mobile,2291,116,2171,7
4807,204212,2020-02-23,notset,organic,mobile,2972,141,2827,2
4808,204231,2020-02-23,notset,organic,mobile,738,116,586,1
4809,204243,2020-02-23,notset,organic,mobile,571,116,419,2
4810,204276,2020-02-23,notset,referral,desktop,2233,141,2092,8
4834,204247,2020-02-23,notset,notset,desktop,536,116,385,1
4842,204277,2020-02-23,notset,referral,desktop,1154,116,1069,7
4843,204122,2020-02-23,notset,organic,desktop,643,116,491,2
4844,204202,2020-02-23,notset,referral,desktop,622,116,506,10
4845,204337,2020-02-24,notset,direct,desktop,459,116,308,1
4846,204366,2020-02-24,notset,direct,desktop,346,116,187,1
4847,204385,2020-02-24,notset,direct,desktop,36386,541,38629,23
4848,204394,2020-02-24,notset,direct,desktop,2197,116,2077,4
4849,204427,2020-02-24,notset,direct,desktop,358,116,207,1
4850,204448,2020-02-24,notset,direct,desktop,1978,0,2010,3
4851,204447,2020-02-24,notset,notset,desktop,3239,141,3109,6
4889,204377,2020-02-24,notset,organic,desktop,1174,0,1206,2
4890,204343,2020-02-24,notset,organic,mobile,3231,116,3238,34
4891,204295,2020-02-24,notset,organic,mobile,2425,116,2327,2
4892,204398,2020-02-24,notset,organic,desktop,552,116,401,3
4893,204399,2020-02-24,notset,organic,desktop,676,116,524,4
4894,204401,2020-02-24,notset,organic,mobile,1583,116,1477,2
4895,204429,2020-02-24,notset,organic,mobile,1603,116,1451,3
4896,204284,2020-02-24,notset,organic,desktop,539,116,388,2
4897,204451,2020-02-24,notset,organic,mobile,666,116,515,2
4929,204281,2020-02-24,notset,referral,desktop,619,116,468,2
4930,204499,2020-02-25,notset,direct,desktop,31699,259,32322,11
4931,204516,2020-02-25,notset,direct,desktop,2126,116,2010,3
4932,204530,2020-02-25,notset,direct,desktop,451,116,335,1
4933,204553,2020-02-25,notset,direct,desktop,7166,200,6931,1
4934,204556,2020-02-25,notset,direct,desktop,1721,116,1592,5
4935,204558,2020-02-25,notset,direct,mobile,492,116,341,1
4936,204563,2020-02-25,notset,direct,desktop,1527,0,1568,3
4937,204586,2020-02-25,notset,direct,desktop,2160,116,2043,1
4938,204589,2020-02-25,notset,direct,desktop,8341,116,8487,11
4939,204612,2020-02-25,notset,direct,desktop,5111,233,4808,20
4940,204613,2020-02-25,notset,direct,desktop,3956,140,3975,4
4941,204640,2020-02-25,notset,direct,desktop,1503,116,1351,1
4942,204643,2020-02-25,notset,direct,desktop,515,141,374,2
4943,204690,2020-02-25,notset,organic,desktop,1678,116,1558,2
4944,204543,2020-02-25,notset,organic,desktop,3323,116,3172,14
4977,204510,2020-02-25,notset,organic,desktop,10744,140,10569,1
4978,204513,2020-02-25,notset,organic,mobile,3778,116,3627,1
4979,204515,2020-02-25,notset,organic,desktop,1961,116,1810,2
4980,204524,2020-02-25,notset,organic,desktop,506,116,355,2
4981,204600,2020-02-25,notset,organic,desktop,1020,116,904,1
4982,204569,2020-02-25,notset,organic,desktop,5404,200,5327,2
4983,204549,2020-02-25,notset,organic,desktop,1170,116,1019,2
4984,204619,2020-02-25,notset,organic,desktop,598,141,422,15
5006,204653,2020-02-25,notset,referral,mobile,1671,141,1526,9
5007,204654,2020-02-25,notset,referral,mobile,712,116,560,3
5008,204667,2020-02-25,notset,referral,mobile,550,141,374,2
5013,204584,2020-02-25,notset,organic,mobile,1152,116,1000,1
5014,204576,2020-02-25,notset,referral,desktop,799,0,799,1
5015,204656,2020-02-25,notset,referral,mobile,1607,141,1463,2
5030,204708,2020-02-26,notset,direct,mobile,1459,116,1308,7
5031,204716,2020-02-26,notset,direct,desktop,888,116,768,3
5032,204693,2020-02-26,notset,direct,desktop,428,141,287,2
5033,204732,2020-02-26,notset,direct,desktop,5284,116,5326,3
5034,204747,2020-02-26,notset,direct,desktop,9573,541,9259,4
5035,204856,2020-02-26,notset,direct,desktop,620,116,469,1
5036,204857,2020-02-26,notset,direct,desktop,2527,116,2375,1
5037,204891,2020-02-26,notset,direct,desktop,939,0,939,1
5038,204892,2020-02-26,notset,direct,mobile,28,7,435,1
5039,204913,2020-02-26,notset,direct,desktop,36469,259,39030,18
5040,204922,2020-02-26,notset,direct,desktop,1342,0,1342,4
5041,204928,2020-02-26,notset,direct,desktop,3910,116,3759,1
5042,204929,2020-02-26,notset,direct,desktop,1351,116,1281,4
5043,204971,2020-02-26,notset,direct,mobile,1123,0,1123,3
5044,204986,2020-02-26,notset,direct,desktop,784,116,632,2
5045,204770,2020-02-26,notset,organic,desktop,1979,140,1804,1
5047,204714,2020-02-26,notset,notset,desktop,215,0,215,1
5048,205020,2020-02-26,notset,notset,desktop,1195,116,1043,4
5148,204973,2020-02-26,notset,organic,mobile,1880,141,1750,11
5149,204912,2020-02-26,notset,organic,desktop,278,116,127,4
5150,204893,2020-02-26,notset,organic,mobile,2654,0,2654,1
5151,204881,2020-02-26,notset,organic,desktop,1713,116,1562,1
5152,204764,2020-02-26,notset,organic,desktop,1321,116,1169,1
5153,204765,2020-02-26,notset,organic,desktop,291,116,140,1
5154,204697,2020-02-26,notset,organic,desktop,7718,116,7859,2
5155,204701,2020-02-26,notset,organic,tablet,1045,141,935,2
5157,204964,2020-02-26,notset,referral,desktop,2677,116,2571,2
5158,204825,2020-02-26,notset,referral,mobile,1357,141,1181,1
5180,204939,2020-02-26,notset,referral,desktop,1795,116,1644,1
5197,204861,2020-02-26,notset,referral,desktop,597,116,445,1
5198,205015,2020-02-26,notset,referral,desktop,7853,116,7963,2
5199,204904,2020-02-26,notset,referral,desktop,820,116,704,1
5238,162406,2020-02-27,notset,direct,desktop,23969,0,23969,1
5239,205052,2020-02-27,notset,direct,desktop,498,0,498,2
5240,205061,2020-02-27,notset,direct,desktop,1986,0,1986,10
5241,205065,2020-02-27,notset,direct,desktop,3059,116,2907,4
5242,205075,2020-02-27,notset,direct,desktop,5749,116,5744,10
5243,205088,2020-02-27,notset,direct,desktop,1913,116,1797,1
5244,205092,2020-02-27,notset,direct,desktop,1348,116,1228,3
5245,205106,2020-02-27,notset,direct,mobile,1822,116,1670,17
5246,205124,2020-02-27,notset,direct,desktop,1315,0,1315,1
5247,205135,2020-02-27,notset,direct,desktop,14,0,14,1
5248,205147,2020-02-27,notset,direct,mobile,408,116,256,2
5249,205153,2020-02-27,notset,direct,mobile,664,116,548,4
5250,205155,2020-02-27,notset,direct,desktop,3288,116,3172,1
5251,205173,2020-02-27,notset,direct,desktop,2059,116,1908,1
5252,205191,2020-02-27,notset,direct,mobile,944,116,792,1
5253,205215,2020-02-27,notset,direct,desktop,2062,116,1911,1
5254,205229,2020-02-27,notset,direct,desktop,396,116,280,2
5255,205221,2020-02-27,notset,organic,desktop,1745,116,1593,4
5256,205180,2020-02-27,notset,notset,desktop,410,0,410,1
5257,205043,2020-02-27,notset,notset,mobile,988,116,836,1
5296,205207,2020-02-27,notset,organic,desktop,1819,116,1668,5
5297,205225,2020-02-27,notset,organic,desktop,1789,141,1694,4
5298,205230,2020-02-27,notset,organic,desktop,3594,0,3741,11
5299,205110,2020-02-27,notset,organic,mobile,1566,116,1446,7
5310,205169,2020-02-27,notset,referral,desktop,584,0,584,1
5320,205081,2020-02-27,notset,organic,desktop,1755,116,1649,2
5321,205275,2020-02-28,notset,direct,desktop,2637,140,2497,1
5322,205241,2020-02-28,notset,direct,desktop,1251,116,1131,3
5323,205348,2020-02-28,notset,direct,desktop,5386,116,5234,2
5324,205365,2020-02-28,notset,direct,desktop,20815,611,21483,7
5325,205366,2020-02-28,notset,direct,desktop,12522,541,13061,4
5326,205373,2020-02-28,notset,direct,desktop,465,0,465,4
5327,205387,2020-02-28,notset,direct,desktop,891,116,775,3
5328,205454,2020-02-28,notset,direct,desktop,1018,116,902,1
5363,205330,2020-02-28,notset,organic,mobile,3795,141,3778,3
5364,205334,2020-02-28,notset,organic,desktop,764,116,648,1
5365,205397,2020-02-28,notset,organic,mobile,727,141,551,1
5366,205277,2020-02-28,notset,organic,desktop,5726,116,5574,2
5367,205294,2020-02-28,notset,organic,desktop,3440,116,3289,1
5368,205301,2020-02-28,notset,organic,desktop,3274,141,3097,4
5369,205236,2020-02-28,notset,organic,mobile,486,116,335,1
5423,205392,2020-02-28,notset,organic,desktop,1866,116,1761,4
5424,205426,2020-02-28,notset,organic,desktop,6225,141,6049,2
5425,205283,2020-02-28,notset,internal,desktop,674,116,523,5
5426,205312,2020-02-28,notset,internal,desktop,10130,140,9990,30
5427,205263,2020-02-28,notset,referral,desktop,1160,116,1044,1
5428,205518,2020-02-29,notset,direct,desktop,996,116,845,1
5429,205527,2020-02-29,notset,direct,desktop,1101,116,985,2
5430,205529,2020-02-29,notset,direct,mobile,3659,116,3553,4
5431,205531,2020-02-29,notset,direct,desktop,2289,116,2169,2
5451,205528,2020-02-29,notset,organic,desktop,890,116,738,2
5452,205520,2020-02-29,notset,organic,mobile,7650,140,7736,5
5453,205511,2020-02-29,notset,organic,mobile,310,116,158,1
5456,205509,2020-02-29,notset,referral,desktop,532,116,416,2
5476,205516,2020-02-29,notset,organic,desktop,345,116,193,1
5477,205513,2020-02-29,notset,organic,desktop,1615,116,1495,7
5478,205539,2020-02-29,notset,organic,mobile,323,141,147,1
5479,205543,2020-02-29,notset,referral,desktop,884,116,764,3
5480,205583,2020-03-01,notset,direct,desktop,2414,116,2298,6
5481,205596,2020-03-01,notset,direct,desktop,3760,141,3651,5
5482,205654,2020-03-01,notset,direct,mobile,738,116,586,1
5483,205691,2020-03-01,notset,direct,desktop,1533,116,1428,9
5484,205623,2020-03-01,notset,notset,desktop,1719,116,1620,6
5530,205641,2020-03-01,notset,organic,tablet,1640,116,1542,4
5531,205685,2020-03-01,notset,organic,desktop,419,0,419,2
5532,205701,2020-03-01,notset,organic,desktop,2964,141,2823,2
5533,205692,2020-03-01,notset,organic,mobile,360,116,208,3
5562,205736,2020-03-02,notset,direct,desktop,2960,116,2840,8
5563,205771,2020-03-02,notset,direct,desktop,1398,0,1444,3
5564,205818,2020-03-02,notset,direct,desktop,2893,116,2741,3
5565,205843,2020-03-02,notset,direct,desktop,1411,116,1348,2
5566,205846,2020-03-02,notset,direct,desktop,932,116,780,1
5567,205848,2020-03-02,notset,direct,desktop,2488,116,2372,3
5568,205861,2020-03-02,notset,direct,desktop,1948,116,1842,2
5569,205862,2020-03-02,notset,direct,desktop,1329,116,1213,3
5570,205896,2020-03-02,notset,direct,desktop,2122,116,1971,6
5571,205918,2020-03-02,notset,direct,desktop,2358,116,2207,2
5618,205929,2020-03-02,notset,organic,mobile,687,141,511,1
5619,205753,2020-03-02,notset,organic,desktop,3577,116,3619,2
5620,205741,2020-03-02,notset,organic,mobile,581,116,429,3
5621,205786,2020-03-02,notset,organic,desktop,3913,140,3738,1
5622,205822,2020-03-02,notset,organic,desktop,3253,141,3235,3
5623,205803,2020-03-02,notset,organic,desktop,1367,116,1296,3
5624,205805,2020-03-02,notset,organic,desktop,9160,140,9144,4
5625,205815,2020-03-02,notset,organic,desktop,1151,116,1028,2
5626,205914,2020-03-02,notset,organic,desktop,1980,141,1804,1
5627,205899,2020-03-02,notset,organic,desktop,3570,140,3553,2
5628,205888,2020-03-02,notset,organic,desktop,1779,116,1627,2
5665,205887,2020-03-02,notset,notset,desktop,1328,116,1208,6
5674,205858,2020-03-02,notset,organic,mobile,1503,116,1397,2
5675,205922,2020-03-02,notset,referral,desktop,951,116,866,4
5676,205926,2020-03-02,notset,internal,desktop,322,116,206,1
5679,206013,2020-03-03,notset,direct,desktop,1197,116,1077,3
5680,206083,2020-03-03,notset,direct,desktop,349,116,233,2
5681,206090,2020-03-03,notset,direct,desktop,3306,141,3130,3
5682,206118,2020-03-03,notset,direct,desktop,3392,116,3399,3
5683,206156,2020-03-03,notset,direct,desktop,262,116,110,2
5684,206183,2020-03-03,notset,direct,desktop,2533,141,2410,3
5685,206217,2020-03-03,notset,organic,desktop,3148,141,3130,3
5686,206113,2020-03-03,notset,organic,desktop,2465,116,2402,2
5687,206050,2020-03-03,notset,organic,desktop,1986,141,1810,4
5688,206065,2020-03-03,notset,organic,desktop,469,116,317,6
5690,206237,2020-03-03,notset,facebook,desktop,4597,140,4457,3
5734,206032,2020-03-03,notset,organic,mobile,1884,116,1764,4
5735,206051,2020-03-03,notset,organic,mobile,2878,140,2755,3
5736,206160,2020-03-03,notset,organic,desktop,509,141,333,2
5737,206126,2020-03-03,notset,organic,desktop,1184,116,1068,1
5738,206215,2020-03-03,notset,organic,mobile,899,116,779,2
5739,206221,2020-03-03,notset,organic,desktop,1006,116,854,2
5781,206095,2020-03-03,notset,organic,desktop,999,141,823,7
5782,206076,2020-03-03,notset,referral,desktop,3677,116,3607,9
5783,206169,2020-03-03,notset,referral,desktop,703,116,551,1
5784,206162,2020-03-03,notset,referral,desktop,1254,116,1134,10
5787,206268,2020-03-04,notset,direct,desktop,1701,116,1631,2
5788,206276,2020-03-04,notset,direct,desktop,14147,541,14376,2
5789,206316,2020-03-04,notset,direct,desktop,244,116,128,1
5790,206469,2020-03-04,notset,direct,mobile,1070,116,954,4
5791,206478,2020-03-04,notset,direct,desktop,1945,116,1793,8
5792,206367,2020-03-04,notset,organic,desktop,1651,116,1566,2
5793,206476,2020-03-04,notset,facebook,desktop,1637,116,1486,1
5842,206423,2020-03-04,notset,organic,mobile,12677,611,12066,1
5843,206437,2020-03-04,notset,organic,mobile,3088,116,3024,3
5844,206365,2020-03-04,notset,organic,mobile,904,116,788,1
5845,206385,2020-03-04,notset,organic,desktop,888,116,768,4
5846,206269,2020-03-04,notset,organic,desktop,1826,116,1720,7
5892,206244,2020-03-04,notset,internal,mobile,1637,116,1532,2
5893,206507,2020-03-05,notset,direct,desktop,2652,116,2567,3
5894,206540,2020-03-05,notset,direct,desktop,833,116,714,2
5895,206548,2020-03-05,notset,direct,desktop,1114,141,969,3
5896,206551,2020-03-05,notset,direct,desktop,2900,116,2802,2
5897,206562,2020-03-05,notset,direct,desktop,32840,0,32840,1
5898,206564,2020-03-05,notset,direct,desktop,327,116,175,1
5899,206573,2020-03-05,notset,direct,desktop,965,116,814,1
5900,206599,2020-03-05,notset,direct,desktop,2540,116,2435,3
5901,206606,2020-03-05,notset,direct,desktop,1692,116,1572,3
5902,206612,2020-03-05,notset,direct,desktop,2605,141,2429,6
5903,206624,2020-03-05,notset,direct,desktop,555,116,439,2
5904,206673,2020-03-05,notset,direct,desktop,586,116,470,1
5905,206667,2020-03-05,notset,direct,desktop,12261,541,11721,25
5906,206637,2020-03-05,notset,organic,desktop,4293,116,4301,6
5907,206519,2020-03-05,notset,organic,desktop,1270,116,1118,4
5908,206665,2020-03-05,notset,notset,desktop,5459,0,5491,23
5944,206691,2020-03-05,notset,organic,desktop,639,116,523,1
5945,206674,2020-03-05,notset,organic,mobile,1121,116,1001,2
5946,206649,2020-03-05,notset,organic,desktop,2933,116,2782,3
5947,206490,2020-03-05,notset,organic,desktop,2134,116,2070,4
5948,206574,2020-03-05,notset,organic,desktop,5573,116,5421,2
5949,206615,2020-03-05,notset,organic,desktop,596,116,444,5
5950,206617,2020-03-05,notset,organic,desktop,691,116,539,1
5985,206614,2020-03-05,notset,organic,desktop,948,116,797,1
5986,206542,2020-03-05,notset,organic,mobile,486,116,334,1
5987,206641,2020-03-05,notset,organic,desktop,2900,116,2780,2
5989,206728,2020-03-06,notset,direct,desktop,1208,116,1056,1
5990,206732,2020-03-06,notset,direct,desktop,3887,116,3735,11
5991,206776,2020-03-06,notset,direct,desktop,242,0,242,1
5992,206807,2020-03-06,notset,direct,mobile,1011,116,891,2
5993,206833,2020-03-06,notset,direct,desktop,784,116,665,3
5994,206886,2020-03-06,notset,direct,desktop,7050,116,7058,7
5995,206905,2020-03-06,notset,direct,mobile,1881,116,1729,1
5996,206922,2020-03-06,notset,direct,desktop,4013,116,3915,16
5997,206789,2020-03-06,notset,notset,desktop,1784,116,1664,5
5998,206762,2020-03-06,notset,facebook,desktop,1110,116,951,1
6044,206874,2020-03-06,notset,organic,mobile,6691,200,6718,2
6045,206883,2020-03-06,notset,organic,desktop,10614,116,10756,2
6046,206817,2020-03-06,notset,organic,desktop,3088,116,3018,14
6047,206822,2020-03-06,notset,organic,desktop,1560,116,1409,1
6048,206841,2020-03-06,notset,organic,desktop,1973,116,1888,3
6049,206843,2020-03-06,notset,organic,desktop,2496,141,2372,4
6050,206860,2020-03-06,notset,organic,desktop,784,116,664,3
6068,206788,2020-03-06,notset,notset,tablet,347,0,347,1
6082,206913,2020-03-06,notset,organic,desktop,1220,141,1044,1
6083,206916,2020-03-06,notset,organic,desktop,3866,116,3896,3
6085,206972,2020-03-07,notset,direct,desktop,2063,116,1999,4
6086,207004,2020-03-07,notset,direct,desktop,1938,116,1874,7
