orderId;createdAt;platformId;platformCode;channelId;channelCode;tagCodes;adCode;adGroup;adName;adContent;adSearchQuery;adProductCode;deviceCategory;total;tax;delivery;revenue;profit;quantity;currencyCode
194206;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;mobile;1465;308;141;1335;;4;CZK
194243;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;1444;303;116;1338;;5;CZK
194247;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;3086;648;116;2934;;2;CZK
194255;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;mobile;408;86;116;256;;2;CZK
194287;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;13108;2753;116;14072;;14;CZK
194310;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;1176;247;141;1000;;3;CZK
194329;2020-01-02T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;4505;946;116;4353;;25;CZK
194369;2020-01-02T00:00:00;308_notset;notset;308_referral;referral;;;;;;;;desktop;968;203;116;816;;1;CZK
194280;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;5002;1050;140;4873;;3;CZK
194340;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;2540;533;141;2399;;1;CZK
194368;2020-01-02T00:00:00;308_notset;notset;308_notset;notset;;;;;;;;desktop;575;121;141;434;;1;CZK
194249;2020-01-02T00:00:00;308_notset;notset;308_notset;notset;;;;;;;;desktop;3205;673;116;3054;;1;CZK
194286;2020-01-02T00:00:00;308_notset;notset;308_facebook;facebook;;;;;;;;mobile;1234;259;116;1082;;1;CZK
194211;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;962;202;116;823;;3;CZK
194344;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;mobile;1927;405;116;1788;;2;CZK
194331;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;mobile;2202;462;141;2107;;5;CZK
194317;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;1014;213;116;863;;1;CZK
194321;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;6094;1280;141;5918;;4;CZK
194323;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;919;193;116;803;;7;CZK
194343;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;645;135;141;469;;1;CZK
194335;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;585;123;116;433;;2;CZK
194336;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;3565;749;141;3389;;1;CZK
194337;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;2703;568;116;2604;;2;CZK
194367;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;644;135;116;492;;1;CZK
194350;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;8192;1720;541;8320;;4;CZK
194354;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;686;144;116;535;;1;CZK
194372;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;663;139;116;511;;1;CZK
194219;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1235;259;141;1059;;75;CZK
194250;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;tablet;338;71;116;187;;1;CZK
194230;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;4228;888;0;4228;;2;CZK
194203;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;836;176;116;697;;4;CZK
194304;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;2760;580;116;2654;;2;CZK
194284;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;3214;675;141;3267;;3;CZK
194315;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;3029;636;116;2913;;3;CZK
194316;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;585;123;116;434;;1;CZK
194281;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;7279;1529;116;7128;;2;CZK
194289;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1972;414;116;1866;;2;CZK
194294;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;2941;618;116;2835;;6;CZK
194254;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;3866;812;116;3749;;2;CZK
194258;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;935;196;116;784;;3;CZK
194262;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;4802;1008;140;4627;;2;CZK
194263;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;362;76;116;246;;1;CZK
194268;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;375;79;116;223;;2;CZK
194270;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;385;81;116;234;;1;CZK
194252;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_rem;adwords_rem;;;;;;;;desktop;1928;405;116;1776;;6;CZK
194342;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_rem;adwords_rem;;;;;;;;desktop;323;68;141;182;;1;CZK
194327;2020-01-02T00:00:00;308_adwords;AdWords;308_adwords_rem;adwords_rem;;;;;;;;desktop;874;184;116;723;;1;CZK
194334;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;2664;559;116;2512;;8;CZK
194213;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;mobile;4700;987;259;4452;;4;CZK
194275;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;1063;223;141;887;;1;CZK
194228;2020-01-02T00:00:00;308_heurekacz;HeurekaCz;308_heureka;heureka;;;;;;;;desktop;2148;451;116;1996;;1;CZK
194278;2020-01-02T00:00:00;308_heurekacz;HeurekaCz;308_heureka;heureka;;;;;;;;desktop;1055;222;116;916;;2;CZK
194371;2020-01-02T00:00:00;308_heurekacz;HeurekaCz;308_heureka;heureka;;;;;;;;desktop;13053;2741;799;12219;;1;CZK
194223;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1927;405;116;1775;;1;CZK
194277;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;mobile;1997;419;200;1762;;1;CZK
194373;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1167;245;141;1026;;1;CZK
194273;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;mobile;3362;706;200;3356;;6;CZK
194210;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3600;756;116;3449;;5;CZK
194224;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;7412;1557;116;8000;;7;CZK
194220;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;536;113;116;420;;1;CZK
194233;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1174;247;116;1022;;2;CZK
194240;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1032;217;116;915;;1;CZK
194242;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;831;174;116;679;;1;CZK
194274;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1167;245;116;1027;;2;CZK
194272;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;579;122;116;463;;1;CZK
194276;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;4804;1009;116;4652;;1;CZK
194257;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;770;162;0;770;;1;CZK
194261;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;301;63;116;184;;1;CZK
194279;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;556;117;116;440;;2;CZK
194282;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;6034;1267;116;6586;;5;CZK
194296;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3795;797;116;3678;;13;CZK
194300;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;5695;1196;200;5548;;7;CZK
194374;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;2187;459;116;2089;;4;CZK
194375;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;916;192;0;916;;2;CZK
194319;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;458;96;141;282;;1;CZK
194349;2020-01-02T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;4681;983;116;4574;;7;CZK
194364;2020-01-02T00:00:00;308_rtbhouse;RtbHouse;308_rtbhouse;rtbhouse;;;;;;;;mobile;1234;259;116;1082;;1;CZK
194361;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;584;123;116;432;;3;CZK
194318;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;1512;318;116;1414;;35;CZK
194324;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;8265;1736;141;8675;;5;CZK
194266;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;714;150;116;598;;2;CZK
194285;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_sea;sklik_sea;;;;;;;;desktop;2348;493;116;2196;;3;CZK
194358;2020-01-02T00:00:00;308_sklik;Sklik;308_sklik_sea;sklik_sea;;;;;;;;mobile;3758;789;116;3871;;3;CZK
194314;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;4948;1039;116;4797;;10;CZK
194264;2020-01-02T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;8102;1701;116;8654;;5;CZK
194311;2020-01-02T00:00:00;308_zbozicz;ZboziCz;308_zbozi;zbozi;;;;;;;;desktop;996;209;116;845;;1;CZK
194408;2020-01-03T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;11831;2485;200;12335;;2;CZK
194440;2020-01-03T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;627;132;116;476;;2;CZK
194496;2020-01-03T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;819;172;116;703;;2;CZK
194503;2020-01-03T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;mobile;1154;242;116;1002;;2;CZK
194532;2020-01-03T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;6078;1276;116;6156;;8;CZK
194521;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;2240;470;116;2089;;6;CZK
194426;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;tablet;3678;772;116;3561;;9;CZK
194453;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;1854;389;116;1703;;1;CZK
194457;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;3098;651;116;2982;;15;CZK
194410;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;mobile;275;58;0;275;;2;CZK
194420;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;24001;5040;116;24435;;4;CZK
194415;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;3934;826;116;3870;;2;CZK
194416;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;5705;1198;116;5553;;5;CZK
194407;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;521;109;116;369;;2;CZK
194409;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;3601;756;116;3537;;4;CZK
194398;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;491;103;116;340;;1;CZK
194400;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;526;111;116;410;;1;CZK
194455;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1243;261;116;1127;;1;CZK
194448;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1208;254;141;1032;;2;CZK
194450;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;880;185;141;704;;1;CZK
194451;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1666;350;0;1718;;8;CZK
194435;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;2746;577;116;2594;;2;CZK
194378;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;7279;1529;116;7831;;3;CZK
194392;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;2523;530;116;2371;;2;CZK
194515;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1234;259;116;1082;;1;CZK
194523;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;2951;620;116;2800;;1;CZK
194524;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;704;148;141;528;;1;CZK
194539;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;558;117;141;417;;1;CZK
194487;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1374;288;141;1197;;1;CZK
194464;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1428;300;116;1276;;4;CZK
194470;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;844;177;116;692;;1;CZK
194474;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1929;405;116;1824;;3;CZK
194480;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;2383;500;116;2231;;1;CZK
194405;2020-01-03T00:00:00;308_adwords;AdWords;308_adwords_rem;adwords_rem;;;;;;;;tablet;697;146;116;546;;4;CZK
194438;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;2119;445;116;1967;;6;CZK
194383;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;933;196;116;781;;1;CZK
194377;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;mobile;2233;469;116;2169;;8;CZK
194477;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;294;62;0;294;;2;CZK
194507;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;4635;973;116;4748;;5;CZK
194534;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;3035;637;116;2965;;7;CZK
194543;2020-01-03T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;mobile;1089;229;116;950;;7;CZK
194475;2020-01-03T00:00:00;308_notset;notset;308_referral;referral;;;;;;;;desktop;599;126;0;599;;2;CZK
194418;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;12701;2667;140;13295;;3;CZK
194498;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1846;388;116;1730;;3;CZK
194444;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1997;419;200;1815;;2;CZK
194414;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;13053;2741;799;12219;;1;CZK
194411;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1596;335;116;1525;;3;CZK
194417;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;4039;848;116;3887;;3;CZK
194424;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3595;755;116;3708;;7;CZK
194406;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;7328;1539;200;7796;;9;CZK
194402;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1702;357;116;1563;;3;CZK
194403;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;15685;3294;611;15039;;1;CZK
194439;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;789;166;141;613;;1;CZK
194437;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3918;823;141;3742;;6;CZK
194430;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1738;365;116;1632;;2;CZK
194452;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1667;350;116;1596;;3;CZK
194458;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1842;387;116;1779;;5;CZK
194459;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;9839;2066;140;10403;;16;CZK
194390;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;2489;523;116;2337;;21;CZK
194394;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;509;107;116;358;;1;CZK
194499;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3114;654;116;3192;;18;CZK
194506;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1384;291;116;1232;;1;CZK
194485;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;mobile;2007;422;141;1831;;4;CZK
194533;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;tablet;13025;2735;611;13183;;12;CZK
194494;2020-01-03T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;764;160;116;613;;1;CZK
194542;2020-01-03T00:00:00;308_rtbhouse;RtbHouse;308_rtbhouse;rtbhouse;;;;;;;;desktop;944;198;0;944;;3;CZK
194486;2020-01-03T00:00:00;308_rtbhouse;RtbHouse;308_rtbhouse;rtbhouse;;;;;;;;desktop;982;206;116;831;;2;CZK
194488;2020-01-03T00:00:00;308_rtbhouse;RtbHouse;308_rtbhouse;rtbhouse;;;;;;;;desktop;1180;248;116;1040;;2;CZK
194467;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;6359;1335;0;6946;;4;CZK
194469;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;481;101;116;364;;2;CZK
194537;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;958;201;0;958;;1;CZK
194538;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;mobile;961;202;116;845;;1;CZK
194522;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;2536;533;140;2414;;2;CZK
194528;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;2745;576;116;2629;;1;CZK
194431;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_bra;sklik_bra;;;;;;;;desktop;7325;1538;541;7453;;4;CZK
194511;2020-01-03T00:00:00;308_sklik;Sklik;308_sklik_sea;sklik_sea;;;;;;;;tablet;1324;278;116;1173;;2;CZK
194491;2020-01-03T00:00:00;308_notset;notset;308_internal;internal;;;;;;;;desktop;832;175;116;716;;1;CZK
194514;2020-01-03T00:00:00;308_notset;notset;308_referral;referral;;;;;;;;desktop;3038;638;0;3091;;12;CZK
194607;2020-01-04T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;1550;326;116;1480;;10;CZK
194612;2020-01-04T00:00:00;308_notset;notset;308_direct;direct;;;;;;;;desktop;481;101;116;329;;1;CZK
194563;2020-01-04T00:00:00;308_notset;notset;308_referral;referral;;;;;;;;desktop;992;208;0;992;;1;CZK
194656;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;5531;1161;116;5379;;10;CZK
194653;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;1074;226;116;922;;3;CZK
194574;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;2719;571;200;2530;;5;CZK
194591;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;mobile;1827;384;116;1757;;2;CZK
194627;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_bra;adwords_bra;;;;;;;;desktop;855;180;116;716;;2;CZK
194629;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1717;361;116;1646;;5;CZK
194630;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;14405;3025;928;14210;;2;CZK
194622;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1321;277;141;1145;;1;CZK
194623;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;1145;240;116;993;;1;CZK
194594;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1014;213;116;875;;2;CZK
194587;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;533;112;116;417;;1;CZK
194560;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1533;322;141;1357;;3;CZK
194658;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;609;128;141;433;;1;CZK
194664;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;tablet;338;71;116;187;;1;CZK
194665;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;desktop;313;66;116;197;;1;CZK
194640;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;256;54;116;105;;1;CZK
194643;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;5065;1064;116;4959;;6;CZK
194667;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_pla;adwords_pla;;;;;;;;mobile;1325;278;116;1174;;1;CZK
194649;2020-01-04T00:00:00;308_adwords;AdWords;308_adwords_rem;adwords_rem;;;;;;;;desktop;2537;533;141;2407;;2;CZK
194635;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;560;118;141;384;;5;CZK
194638;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;tablet;703;148;116;551;;1;CZK
194631;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;mobile;3900;819;0;3900;;1;CZK
194606;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;690;145;0;690;;3;CZK
194598;2020-01-04T00:00:00;308_notset;notset;308_organic;organic;;;;;;;;desktop;515;108;116;363;;1;CZK
194588;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;mobile;993;208;141;816;;1;CZK
194597;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;568;119;116;416;;1;CZK
194604;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1673;351;0;1719;;2;CZK
194586;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;451;95;116;334;;1;CZK
194626;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;tablet;3676;772;259;3612;;2;CZK
194582;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;36200;7602;1763;36540;;2;CZK
194570;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;817;171;116;665;;1;CZK
194558;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1109;233;116;993;;1;CZK
194666;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1621;340;141;1491;;3;CZK
194662;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3540;743;141;3593;;5;CZK
194651;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;2289;481;116;2183;;3;CZK
194551;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;2253;473;116;2183;;3;CZK
194566;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;3145;660;116;3029;;3;CZK
194567;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;1144;240;116;992;;1;CZK
194568;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;2499;525;116;2393;;9;CZK
194578;2020-01-04T00:00:00;308_silverpop;Silverpop;308_emailing;emailing;;;;;;;;desktop;16921;3553;259;17396;;13;CZK
