periodCode;reportGranularity;salesChannel;platformCode;channelCode;tagCodes;marketingInvestment;impressions;clicks;visits;conversions;deliveries;currencyCode;appliedAttributionModel;periodStartDate
20200102;Daily;online;Not tracked;notset;;0;0;0;0;16;14;CZK;lastTouch;2020-01-02T00:00:00.0000000
20200103;Daily;online;Not tracked;notset;;0;0;0;0;13;13;CZK;lastTouch;2020-01-03T00:00:00.0000000
20200104;Daily;online;Not tracked;notset;;0;0;0;0;6;6;CZK;lastTouch;2020-01-04T00:00:00.0000000
20200105;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-05T00:00:00.0000000
20200105;Daily;online;Not tracked;notset;;0;0;0;0;9;9;CZK;lastTouch;2020-01-05T00:00:00.0000000
20200106;Daily;online;Not tracked;notset;;0;0;0;0;5;4;CZK;lastTouch;2020-01-06T00:00:00.0000000
20200106;Daily;online;Not tracked;notset;;0;0;0;0;12;12;CZK;lastTouch;2020-01-06T00:00:00.0000000
20200107;Daily;online;Not tracked;notset;;0;0;0;0;5;4;CZK;lastTouch;2020-01-07T00:00:00.0000000
20200107;Daily;online;Not tracked;notset;;0;0;0;0;18;18;CZK;lastTouch;2020-01-07T00:00:00.0000000
20200108;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-01-08T00:00:00.0000000
20200108;Daily;online;Not tracked;notset;;0;0;0;0;23;23;CZK;lastTouch;2020-01-08T00:00:00.0000000
20200109;Daily;online;Not tracked;notset;;0;0;0;0;2;1;CZK;lastTouch;2020-01-09T00:00:00.0000000
20200109;Daily;online;Not tracked;notset;;0;0;0;0;13;12;CZK;lastTouch;2020-01-09T00:00:00.0000000
20200110;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-10T00:00:00.0000000
20200110;Daily;online;Not tracked;notset;;0;0;0;0;17;16;CZK;lastTouch;2020-01-10T00:00:00.0000000
20200111;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-01-11T00:00:00.0000000
20200112;Daily;online;Not tracked;notset;;0;0;0;0;6;5;CZK;lastTouch;2020-01-12T00:00:00.0000000
20200113;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-01-13T00:00:00.0000000
20200113;Daily;online;Not tracked;notset;;0;0;0;0;21;21;CZK;lastTouch;2020-01-13T00:00:00.0000000
20200114;Daily;online;Not tracked;notset;;0;0;0;0;2;1;CZK;lastTouch;2020-01-14T00:00:00.0000000
20200114;Daily;online;Not tracked;notset;;0;0;0;0;16;15;CZK;lastTouch;2020-01-14T00:00:00.0000000
20200115;Daily;online;Not tracked;notset;;0;0;0;0;16;15;CZK;lastTouch;2020-01-15T00:00:00.0000000
20200116;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-01-16T00:00:00.0000000
20200116;Daily;online;Not tracked;notset;;0;0;0;0;8;8;CZK;lastTouch;2020-01-16T00:00:00.0000000
20200117;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-01-17T00:00:00.0000000
20200117;Daily;online;Not tracked;notset;;0;0;0;0;11;10;CZK;lastTouch;2020-01-17T00:00:00.0000000
20200118;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-01-18T00:00:00.0000000
20200119;Daily;online;Not tracked;notset;;0;0;0;0;12;11;CZK;lastTouch;2020-01-19T00:00:00.0000000
20200120;Daily;online;Not tracked;notset;;0;0;0;0;6;5;CZK;lastTouch;2020-01-20T00:00:00.0000000
20200120;Daily;online;Not tracked;notset;;0;0;0;0;16;15;CZK;lastTouch;2020-01-20T00:00:00.0000000
20200121;Daily;online;Not tracked;notset;;0;0;0;0;18;18;CZK;lastTouch;2020-01-21T00:00:00.0000000
20200122;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-22T00:00:00.0000000
20200122;Daily;online;Not tracked;notset;;0;0;0;0;16;16;CZK;lastTouch;2020-01-22T00:00:00.0000000
20200123;Daily;online;Not tracked;notset;;0;0;0;0;1;0;CZK;lastTouch;2020-01-23T00:00:00.0000000
20200123;Daily;online;Not tracked;notset;;0;0;0;0;14;14;CZK;lastTouch;2020-01-23T00:00:00.0000000
20200124;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-01-24T00:00:00.0000000
20200124;Daily;online;Not tracked;notset;;0;0;0;0;14;14;CZK;lastTouch;2020-01-24T00:00:00.0000000
20200125;Daily;online;Not tracked;notset;;0;0;0;0;4;4;CZK;lastTouch;2020-01-25T00:00:00.0000000
20200126;Daily;online;Not tracked;notset;;0;0;0;0;10;9;CZK;lastTouch;2020-01-26T00:00:00.0000000
20200127;Daily;online;Not tracked;notset;;0;0;0;0;18;17;CZK;lastTouch;2020-01-27T00:00:00.0000000
20200128;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-28T00:00:00.0000000
20200128;Daily;online;Not tracked;notset;;0;0;0;0;11;11;CZK;lastTouch;2020-01-28T00:00:00.0000000
20200129;Daily;online;Not tracked;notset;;0;0;0;0;5;2;CZK;lastTouch;2020-01-29T00:00:00.0000000
20200129;Daily;online;Not tracked;notset;;0;0;0;0;23;22;CZK;lastTouch;2020-01-29T00:00:00.0000000
20200130;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-01-30T00:00:00.0000000
20200130;Daily;online;Not tracked;notset;;0;0;0;0;23;22;CZK;lastTouch;2020-01-30T00:00:00.0000000
20200131;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-31T00:00:00.0000000
20200131;Daily;online;Not tracked;notset;;0;0;0;0;16;16;CZK;lastTouch;2020-01-31T00:00:00.0000000
20200201;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-02-01T00:00:00.0000000
20200202;Daily;online;Not tracked;notset;;0;0;0;0;21;18;CZK;lastTouch;2020-02-02T00:00:00.0000000
20200203;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-03T00:00:00.0000000
20200203;Daily;online;Not tracked;notset;;0;0;0;0;24;24;CZK;lastTouch;2020-02-03T00:00:00.0000000
20200204;Daily;online;Not tracked;notset;;0;0;0;0;8;7;CZK;lastTouch;2020-02-04T00:00:00.0000000
20200204;Daily;online;Not tracked;notset;;0;0;0;0;20;20;CZK;lastTouch;2020-02-04T00:00:00.0000000
20200205;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-02-05T00:00:00.0000000
20200205;Daily;online;Not tracked;notset;;0;0;0;0;13;13;CZK;lastTouch;2020-02-05T00:00:00.0000000
20200206;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-06T00:00:00.0000000
20200206;Daily;online;Not tracked;notset;;0;0;0;0;13;12;CZK;lastTouch;2020-02-06T00:00:00.0000000
20200207;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-02-07T00:00:00.0000000
20200207;Daily;online;Not tracked;notset;;0;0;0;0;7;7;CZK;lastTouch;2020-02-07T00:00:00.0000000
20200208;Daily;online;Not tracked;notset;;0;0;0;0;7;7;CZK;lastTouch;2020-02-08T00:00:00.0000000
20200209;Daily;online;Not tracked;notset;;0;0;0;0;11;11;CZK;lastTouch;2020-02-09T00:00:00.0000000
20200210;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-02-10T00:00:00.0000000
20200210;Daily;online;Not tracked;notset;;0;0;0;0;18;18;CZK;lastTouch;2020-02-10T00:00:00.0000000
20200211;Daily;online;Not tracked;notset;;0;0;0;0;6;5;CZK;lastTouch;2020-02-11T00:00:00.0000000
20200211;Daily;online;Not tracked;notset;;0;0;0;0;11;10;CZK;lastTouch;2020-02-11T00:00:00.0000000
20200212;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-12T00:00:00.0000000
20200212;Daily;online;Not tracked;notset;;0;0;0;0;11;11;CZK;lastTouch;2020-02-12T00:00:00.0000000
20200213;Daily;online;Not tracked;notset;;0;0;0;0;4;3;CZK;lastTouch;2020-02-13T00:00:00.0000000
20200213;Daily;online;Not tracked;notset;;0;0;0;0;12;12;CZK;lastTouch;2020-02-13T00:00:00.0000000
20200214;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-02-14T00:00:00.0000000
20200214;Daily;online;Not tracked;notset;;0;0;0;0;19;16;CZK;lastTouch;2020-02-14T00:00:00.0000000
20200215;Daily;online;Not tracked;notset;;0;0;0;0;7;7;CZK;lastTouch;2020-02-15T00:00:00.0000000
20200216;Daily;online;Not tracked;notset;;0;0;0;0;16;16;CZK;lastTouch;2020-02-16T00:00:00.0000000
20200217;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-17T00:00:00.0000000
20200217;Daily;online;Not tracked;notset;;0;0;0;0;18;18;CZK;lastTouch;2020-02-17T00:00:00.0000000
20200218;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-02-18T00:00:00.0000000
20200218;Daily;online;Not tracked;notset;;0;0;0;0;12;11;CZK;lastTouch;2020-02-18T00:00:00.0000000
20200219;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-19T00:00:00.0000000
20200219;Daily;online;Not tracked;notset;;0;0;0;0;19;15;CZK;lastTouch;2020-02-19T00:00:00.0000000
20200220;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-02-20T00:00:00.0000000
20200220;Daily;online;Not tracked;notset;;0;0;0;0;19;19;CZK;lastTouch;2020-02-20T00:00:00.0000000
20200221;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-02-21T00:00:00.0000000
20200221;Daily;online;Not tracked;notset;;0;0;0;0;14;14;CZK;lastTouch;2020-02-21T00:00:00.0000000
20200222;Daily;online;Not tracked;notset;;0;0;0;0;4;3;CZK;lastTouch;2020-02-22T00:00:00.0000000
20200223;Daily;online;Not tracked;notset;;0;0;0;0;13;13;CZK;lastTouch;2020-02-23T00:00:00.0000000
20200224;Daily;online;Not tracked;notset;;0;0;0;0;6;3;CZK;lastTouch;2020-02-24T00:00:00.0000000
20200224;Daily;online;Not tracked;notset;;0;0;0;0;12;11;CZK;lastTouch;2020-02-24T00:00:00.0000000
20200225;Daily;online;Not tracked;notset;;0;0;0;0;6;6;CZK;lastTouch;2020-02-25T00:00:00.0000000
20200225;Daily;online;Not tracked;notset;;0;0;0;0;22;21;CZK;lastTouch;2020-02-25T00:00:00.0000000
20200226;Daily;online;Not tracked;notset;;0;0;0;0;4;4;CZK;lastTouch;2020-02-26T00:00:00.0000000
20200226;Daily;online;Not tracked;notset;;0;0;0;0;17;14;CZK;lastTouch;2020-02-26T00:00:00.0000000
20200227;Daily;online;Not tracked;notset;;0;0;0;0;7;6;CZK;lastTouch;2020-02-27T00:00:00.0000000
20200228;Daily;online;Not tracked;notset;;0;0;0;0;4;4;CZK;lastTouch;2020-02-28T00:00:00.0000000
20200228;Daily;online;Not tracked;notset;;0;0;0;0;11;10;CZK;lastTouch;2020-02-28T00:00:00.0000000
20200229;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-02-29T00:00:00.0000000
20200301;Daily;online;Not tracked;notset;;0;0;0;0;8;8;CZK;lastTouch;2020-03-01T00:00:00.0000000
20200302;Daily;online;Not tracked;notset;;0;0;0;0;3;2;CZK;lastTouch;2020-03-02T00:00:00.0000000
20200302;Daily;online;Not tracked;notset;;0;0;0;0;20;18;CZK;lastTouch;2020-03-02T00:00:00.0000000
20200303;Daily;online;Not tracked;notset;;0;0;0;0;14;12;CZK;lastTouch;2020-03-03T00:00:00.0000000
20200304;Daily;online;Not tracked;notset;;0;0;0;0;22;21;CZK;lastTouch;2020-03-04T00:00:00.0000000
20200305;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-03-05T00:00:00.0000000
20200305;Daily;online;Not tracked;notset;;0;0;0;0;15;14;CZK;lastTouch;2020-03-05T00:00:00.0000000
20200306;Daily;online;Not tracked;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-03-06T00:00:00.0000000
20200306;Daily;online;Not tracked;notset;;0;0;0;0;20;19;CZK;lastTouch;2020-03-06T00:00:00.0000000
20200307;Daily;online;Not tracked;notset;;0;0;0;0;5;5;CZK;lastTouch;2020-03-07T00:00:00.0000000
20200308;Daily;online;Not tracked;notset;;0;0;0;0;7;7;CZK;lastTouch;2020-03-08T00:00:00.0000000
20200309;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-03-09T00:00:00.0000000
20200309;Daily;online;Not tracked;notset;;0;0;0;0;15;11;CZK;lastTouch;2020-03-09T00:00:00.0000000
20200310;Daily;online;Not tracked;notset;;0;0;0;0;4;3;CZK;lastTouch;2020-03-10T00:00:00.0000000
20200310;Daily;online;Not tracked;notset;;0;0;0;0;12;10;CZK;lastTouch;2020-03-10T00:00:00.0000000
20200311;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-03-11T00:00:00.0000000
20200311;Daily;online;Not tracked;notset;;0;0;0;0;19;15;CZK;lastTouch;2020-03-11T00:00:00.0000000
20200312;Daily;online;Not tracked;notset;;0;0;0;0;4;3;CZK;lastTouch;2020-03-12T00:00:00.0000000
20200312;Daily;online;Not tracked;notset;;0;0;0;0;18;15;CZK;lastTouch;2020-03-12T00:00:00.0000000
20200313;Daily;online;Not tracked;notset;;0;0;0;0;3;3;CZK;lastTouch;2020-03-13T00:00:00.0000000
20200313;Daily;online;Not tracked;notset;;0;0;0;0;12;8;CZK;lastTouch;2020-03-13T00:00:00.0000000
20200314;Daily;online;Not tracked;notset;;0;0;0;0;4;3;CZK;lastTouch;2020-03-14T00:00:00.0000000
20200315;Daily;online;Not tracked;notset;;0;0;0;0;9;6;CZK;lastTouch;2020-03-15T00:00:00.0000000
20200316;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-03-16T00:00:00.0000000
20200316;Daily;online;Not tracked;notset;;0;0;0;0;23;22;CZK;lastTouch;2020-03-16T00:00:00.0000000
20200317;Daily;online;Not tracked;notset;;0;0;0;0;1;0;CZK;lastTouch;2020-03-17T00:00:00.0000000
20200317;Daily;online;Not tracked;notset;;0;0;0;0;15;10;CZK;lastTouch;2020-03-17T00:00:00.0000000
20200318;Daily;online;Not tracked;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-03-18T00:00:00.0000000
20200318;Daily;online;Not tracked;notset;;0;0;0;0;20;16;CZK;lastTouch;2020-03-18T00:00:00.0000000
20200319;Daily;online;Not tracked;notset;;0;0;0;0;1;0;CZK;lastTouch;2020-03-19T00:00:00.0000000
20200319;Daily;online;Not tracked;notset;;0;0;0;0;25;19;CZK;lastTouch;2020-03-19T00:00:00.0000000
20200320;Daily;online;Not tracked;notset;;0;0;0;0;2;1;CZK;lastTouch;2020-03-20T00:00:00.0000000
20200320;Daily;online;Not tracked;notset;;0;0;0;0;11;5;CZK;lastTouch;2020-03-20T00:00:00.0000000
20200321;Daily;online;Not tracked;notset;;0;0;0;0;16;8;CZK;lastTouch;2020-03-21T00:00:00.0000000
20200322;Daily;online;Not tracked;notset;;0;0;0;0;17;6;CZK;lastTouch;2020-03-22T00:00:00.0000000
20200102;Daily;online;FirmyCz;zbozi;;80,54;600;4;0;0;0;CZK;lastTouch;2020-01-02T00:00:00.0000000
20200103;Daily;online;FirmyCz;zbozi;;80,54;600;3;0;0;0;CZK;lastTouch;2020-01-03T00:00:00.0000000
20200104;Daily;online;FirmyCz;zbozi;;80,54;600;3;0;0;0;CZK;lastTouch;2020-01-04T00:00:00.0000000
20200105;Daily;online;FirmyCz;zbozi;;80,54;600;3;0;0;0;CZK;lastTouch;2020-01-05T00:00:00.0000000
20200106;Daily;online;FirmyCz;zbozi;;80,54;704;4;0;0;0;CZK;lastTouch;2020-01-06T00:00:00.0000000
20200107;Daily;online;FirmyCz;zbozi;;80,54;705;4;0;0;0;CZK;lastTouch;2020-01-07T00:00:00.0000000
20200108;Daily;online;FirmyCz;zbozi;;80,54;704;4;0;0;0;CZK;lastTouch;2020-01-08T00:00:00.0000000
20200109;Daily;online;FirmyCz;zbozi;;80,54;705;5;0;0;0;CZK;lastTouch;2020-01-09T00:00:00.0000000
20200110;Daily;online;FirmyCz;zbozi;;80,54;704;4;0;0;0;CZK;lastTouch;2020-01-10T00:00:00.0000000
20200111;Daily;online;FirmyCz;zbozi;;80,54;704;4;0;0;0;CZK;lastTouch;2020-01-11T00:00:00.0000000
20200112;Daily;online;FirmyCz;zbozi;;80,54;705;4;0;0;0;CZK;lastTouch;2020-01-12T00:00:00.0000000
20200113;Daily;online;FirmyCz;zbozi;;80,54;759;4;0;0;0;CZK;lastTouch;2020-01-13T00:00:00.0000000
20200114;Daily;online;FirmyCz;zbozi;;80,54;758;4;0;0;0;CZK;lastTouch;2020-01-14T00:00:00.0000000
20200115;Daily;online;FirmyCz;zbozi;;80,54;758;4;0;0;0;CZK;lastTouch;2020-01-15T00:00:00.0000000
20200116;Daily;online;FirmyCz;zbozi;;80,54;759;4;0;0;0;CZK;lastTouch;2020-01-16T00:00:00.0000000
20200117;Daily;online;FirmyCz;zbozi;;80,54;758;4;0;0;0;CZK;lastTouch;2020-01-17T00:00:00.0000000
20200118;Daily;online;FirmyCz;zbozi;;80,54;758;4;0;0;0;CZK;lastTouch;2020-01-18T00:00:00.0000000
20200119;Daily;online;FirmyCz;zbozi;;80,54;758;4;0;0;0;CZK;lastTouch;2020-01-19T00:00:00.0000000
20200120;Daily;online;FirmyCz;zbozi;;80,54;599;3;0;0;0;CZK;lastTouch;2020-01-20T00:00:00.0000000
20200121;Daily;online;FirmyCz;zbozi;;80,54;598;3;0;0;0;CZK;lastTouch;2020-01-21T00:00:00.0000000
20200122;Daily;online;FirmyCz;zbozi;;80,54;599;3;0;0;0;CZK;lastTouch;2020-01-22T00:00:00.0000000
20200123;Daily;online;FirmyCz;zbozi;;80,54;599;3;0;0;0;CZK;lastTouch;2020-01-23T00:00:00.0000000
20200124;Daily;online;FirmyCz;zbozi;;80,54;598;3;0;0;0;CZK;lastTouch;2020-01-24T00:00:00.0000000
20200125;Daily;online;FirmyCz;zbozi;;80,54;599;3;0;0;0;CZK;lastTouch;2020-01-25T00:00:00.0000000
20200126;Daily;online;FirmyCz;zbozi;;80,54;598;3;0;0;0;CZK;lastTouch;2020-01-26T00:00:00.0000000
20200127;Daily;online;FirmyCz;zbozi;;80,54;672;3;0;0;0;CZK;lastTouch;2020-01-27T00:00:00.0000000
20200128;Daily;online;FirmyCz;zbozi;;80,54;672;2;0;0;0;CZK;lastTouch;2020-01-28T00:00:00.0000000
20200129;Daily;online;FirmyCz;zbozi;;80,54;672;2;0;0;0;CZK;lastTouch;2020-01-29T00:00:00.0000000
20200130;Daily;online;FirmyCz;zbozi;;80,54;673;3;0;0;0;CZK;lastTouch;2020-01-30T00:00:00.0000000
20200131;Daily;online;FirmyCz;zbozi;;80,54;672;2;0;0;0;CZK;lastTouch;2020-01-31T00:00:00.0000000
20200201;Daily;online;FirmyCz;zbozi;;80,54;672;2;0;0;0;CZK;lastTouch;2020-02-01T00:00:00.0000000
20200202;Daily;online;FirmyCz;zbozi;;80,54;672;2;0;0;0;CZK;lastTouch;2020-02-02T00:00:00.0000000
20200203;Daily;online;FirmyCz;zbozi;;80,54;633;4;0;0;0;CZK;lastTouch;2020-02-03T00:00:00.0000000
20200204;Daily;online;FirmyCz;zbozi;;80,54;632;3;0;0;0;CZK;lastTouch;2020-02-04T00:00:00.0000000
20200205;Daily;online;FirmyCz;zbozi;;80,54;632;4;0;0;0;CZK;lastTouch;2020-02-05T00:00:00.0000000
20200206;Daily;online;FirmyCz;zbozi;;80,54;633;4;0;0;0;CZK;lastTouch;2020-02-06T00:00:00.0000000
20200207;Daily;online;FirmyCz;zbozi;;80,54;632;3;0;0;0;CZK;lastTouch;2020-02-07T00:00:00.0000000
20200208;Daily;online;FirmyCz;zbozi;;80,54;632;4;0;0;0;CZK;lastTouch;2020-02-08T00:00:00.0000000
20200209;Daily;online;FirmyCz;zbozi;;80,54;632;3;0;0;0;CZK;lastTouch;2020-02-09T00:00:00.0000000
20200210;Daily;online;FirmyCz;zbozi;;80,54;588;3;0;0;0;CZK;lastTouch;2020-02-10T00:00:00.0000000
20200211;Daily;online;FirmyCz;zbozi;;80,54;589;4;0;0;0;CZK;lastTouch;2020-02-11T00:00:00.0000000
20200212;Daily;online;FirmyCz;zbozi;;80,54;589;3;0;0;0;CZK;lastTouch;2020-02-12T00:00:00.0000000
20200213;Daily;online;FirmyCz;zbozi;;80,54;589;4;0;0;0;CZK;lastTouch;2020-02-13T00:00:00.0000000
20200214;Daily;online;FirmyCz;zbozi;;80,54;588;3;0;0;0;CZK;lastTouch;2020-02-14T00:00:00.0000000
20200215;Daily;online;FirmyCz;zbozi;;80,54;589;3;0;0;0;CZK;lastTouch;2020-02-15T00:00:00.0000000
20200216;Daily;online;FirmyCz;zbozi;;80,54;589;4;0;0;0;CZK;lastTouch;2020-02-16T00:00:00.0000000
20200217;Daily;online;FirmyCz;zbozi;;80,54;653;4;0;0;0;CZK;lastTouch;2020-02-17T00:00:00.0000000
20200218;Daily;online;FirmyCz;zbozi;;80,54;653;3;0;0;0;CZK;lastTouch;2020-02-18T00:00:00.0000000
20200219;Daily;online;FirmyCz;zbozi;;80,54;653;4;0;0;0;CZK;lastTouch;2020-02-19T00:00:00.0000000
20200220;Daily;online;FirmyCz;zbozi;;80,54;653;4;0;0;0;CZK;lastTouch;2020-02-20T00:00:00.0000000
20200221;Daily;online;FirmyCz;zbozi;;80,54;653;3;0;0;0;CZK;lastTouch;2020-02-21T00:00:00.0000000
20200222;Daily;online;FirmyCz;zbozi;;80,54;653;4;0;0;0;CZK;lastTouch;2020-02-22T00:00:00.0000000
20200223;Daily;online;FirmyCz;zbozi;;80,54;653;3;0;0;0;CZK;lastTouch;2020-02-23T00:00:00.0000000
20200224;Daily;online;FirmyCz;zbozi;;80,54;652;4;0;0;0;CZK;lastTouch;2020-02-24T00:00:00.0000000
20200225;Daily;online;FirmyCz;zbozi;;80,54;651;3;0;0;0;CZK;lastTouch;2020-02-25T00:00:00.0000000
20200226;Daily;online;FirmyCz;zbozi;;80,54;652;3;0;0;0;CZK;lastTouch;2020-02-26T00:00:00.0000000
20200227;Daily;online;FirmyCz;zbozi;;80,54;652;4;0;0;0;CZK;lastTouch;2020-02-27T00:00:00.0000000
20200228;Daily;online;FirmyCz;zbozi;;80,54;651;3;0;0;0;CZK;lastTouch;2020-02-28T00:00:00.0000000
20200229;Daily;online;FirmyCz;zbozi;;80,54;652;3;0;0;0;CZK;lastTouch;2020-02-29T00:00:00.0000000
20200301;Daily;online;FirmyCz;zbozi;;80,54;651;3;0;0;0;CZK;lastTouch;2020-03-01T00:00:00.0000000
20200302;Daily;online;FirmyCz;zbozi;;80,54;713;6;0;0;0;CZK;lastTouch;2020-03-02T00:00:00.0000000
20200303;Daily;online;FirmyCz;zbozi;;80,54;714;7;0;0;0;CZK;lastTouch;2020-03-03T00:00:00.0000000
20200304;Daily;online;FirmyCz;zbozi;;80,54;714;6;0;0;0;CZK;lastTouch;2020-03-04T00:00:00.0000000
20200305;Daily;online;FirmyCz;zbozi;;80,54;714;7;0;0;0;CZK;lastTouch;2020-03-05T00:00:00.0000000
20200306;Daily;online;FirmyCz;zbozi;;80,54;713;6;0;0;0;CZK;lastTouch;2020-03-06T00:00:00.0000000
20200307;Daily;online;FirmyCz;zbozi;;80,54;714;6;0;0;0;CZK;lastTouch;2020-03-07T00:00:00.0000000
20200308;Daily;online;FirmyCz;zbozi;;80,54;714;7;0;0;0;CZK;lastTouch;2020-03-08T00:00:00.0000000
20200309;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-09T00:00:00.0000000
20200310;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-10T00:00:00.0000000
20200311;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-11T00:00:00.0000000
20200312;Daily;online;FirmyCz;zbozi;;80,54;804;4;0;0;0;CZK;lastTouch;2020-03-12T00:00:00.0000000
20200313;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-13T00:00:00.0000000
20200314;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-14T00:00:00.0000000
20200315;Daily;online;FirmyCz;zbozi;;80,54;804;3;0;0;0;CZK;lastTouch;2020-03-15T00:00:00.0000000
20200316;Daily;online;FirmyCz;zbozi;;80,54;1114;8;0;0;0;CZK;lastTouch;2020-03-16T00:00:00.0000000
20200317;Daily;online;FirmyCz;zbozi;;80,54;891;7;0;0;0;CZK;lastTouch;2020-03-17T00:00:00.0000000
20200318;Daily;online;FirmyCz;zbozi;;0;893;8;0;0;0;CZK;lastTouch;2020-03-18T00:00:00.0000000
20200319;Daily;online;FirmyCz;zbozi;;80,54;668;5;0;0;0;CZK;lastTouch;2020-03-19T00:00:00.0000000
20200320;Daily;online;FirmyCz;zbozi;;80,54;705;1;0;0;0;CZK;lastTouch;2020-03-20T00:00:00.0000000
20200321;Daily;online;FirmyCz;zbozi;;80,54;629;1;0;0;0;CZK;lastTouch;2020-03-21T00:00:00.0000000
20200322;Daily;online;FirmyCz;zbozi;;80,54;771;5;0;0;0;CZK;lastTouch;2020-03-22T00:00:00.0000000
20200323;Daily;online;FirmyCz;zbozi;;80,54;982;4;0;0;0;CZK;lastTouch;2020-03-23T00:00:00.0000000
20200324;Daily;online;FirmyCz;zbozi;;80,54;905;0;0;0;0;CZK;lastTouch;2020-03-24T00:00:00.0000000
20200325;Daily;online;FirmyCz;zbozi;;80,54;935;14;0;0;0;CZK;lastTouch;2020-03-25T00:00:00.0000000
20200102;Daily;online;unpaid;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-01-02T00:00:00.0000000
20200106;Daily;online;unpaid;notset;;0;0;0;0;1;0;CZK;lastTouch;2020-01-06T00:00:00.0000000
20200107;Daily;online;unpaid;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-01-07T00:00:00.0000000
20200108;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-08T00:00:00.0000000
20200109;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-09T00:00:00.0000000
20200113;Daily;online;unpaid;notset;;0;0;0;0;2;2;CZK;lastTouch;2020-01-13T00:00:00.0000000
20200115;Daily;online;unpaid;notset;;0;0;0;0;2;1;CZK;lastTouch;2020-01-15T00:00:00.0000000
20200116;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-16T00:00:00.0000000
20200117;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-17T00:00:00.0000000
20200119;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-19T00:00:00.0000000
20200120;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-20T00:00:00.0000000
20200121;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-21T00:00:00.0000000
20200123;Daily;online;unpaid;notset;;0;0;0;0;1;1;CZK;lastTouch;2020-01-23T00:00:00.0000000
